"","id","Abundance","Group","Kingdom","Phylum","Class","Order","Family","Genus"
"717","KO1",0.213649494463168,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"943","WT5",0.213424394408281,"WT","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Other"
"2805","KO3",0.2130882390696,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2949","KO3",0.2130882390696,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"308","KO4",0.212564950401512,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"387","OE6",0.212175106867609,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Other"
"1560","OE6",0.212175106867609,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Other"
"2114","WT4",0.211279050869495,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2123","KO2",0.210322402103224,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2156","OE5",0.210115563559958,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Other"
"2107","WT1",0.208561726249365,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"3081","WT5",0.208088784548074,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2606","KO3",0.207953582706477,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Other"
"617","OE2",0.207906472218874,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"2201","OE2",0.207906472218874,"OE","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"2840","WT3",0.207803570940311,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"1963","OE1",0.206554243610691,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"141","WT2",0.205798838148331,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"194","KO6",0.205705624424836,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Other"
"2274","KO3",0.205386254524916,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Other"
"1967","OE3",0.205012705012705,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"2795","KO2",0.204787602047876,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2688","KO1",0.204622051035147,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Other"
"2108","WT2",0.203193789564175,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1968","WT4",0.20315293352836,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"2960","OE6",0.202814440388156,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Unassigned","Other"
"3254","WT5",0.202753174687867,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Other"
"1527","OE2",0.201880197661805,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"3247","KO1",0.201612903225806,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Other"
"2926","WT2",0.200588740980019,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"2465","KO5",0.200256739409499,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"713","OE6",0.199694218228338,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"1345","OE6",0.199694218228338,"OE","Bacteria","Acidobacteria","Acidobacteria_Gp17","Unassigned","Unassigned","Other"
"3791","OE6",0.199694218228338,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2807","KO4",0.19944365716685,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2334","OE3",0.199237699237699,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"2950","OE2",0.198867060383271,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1514","WT4",0.197735521967604,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2801","KO6",0.197585665565961,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"182","WT5",0.19741756482766,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Other"
"2330","WT5",0.19741756482766,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"2791","WT5",0.19741756482766,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2324","KO4",0.196819398519918,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"1980","OE6",0.19657399606852,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"1555","KO1",0.195594607607126,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Other"
"3325","WT1",0.195192384823124,"WT","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Other"
"2457","WT4",0.195026816187226,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"1519","KO4",0.194195139872986,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2743","KO6",0.192172359660044,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Other"
"2325","OE5",0.192105658111962,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"2200","WT5",0.192081954967453,"WT","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"2595","KO4",0.191570881226054,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Other"
"951","KO4",0.191570881226054,"KO","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Other"
"967","WT6",0.190880739864502,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2119","KO3",0.189982285435547,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"613","KO3",0.189982285435547,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"941","WT1",0.189844648252627,"WT","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Other"
"2792","KO1",0.189576311988445,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2844","KO1",0.189576311988445,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"1693","KO6",0.189465706707086,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","Other"
"2691","OE5",0.189104007203962,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Other"
"2392","KO4",0.188946622579121,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Other"
"2830","WT6",0.188192278739649,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"2843","OE1",0.18805684866048,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"543","OE6",0.187213329589067,"OE","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Other"
"1526","WT3",0.185929510841331,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1675","WT6",0.185503817614797,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"3084","WT6",0.185503817614797,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2944","OE1",0.184973949502112,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2463","KO3",0.184847629072424,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"314","WT4",0.184191993065713,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3327","WT4",0.184191993065713,"WT","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Other"
"323","KO6",0.184052400801169,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"316","KO1",0.183558016369764,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"2942","KO1",0.183558016369764,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1565","KO2",0.182648401826484,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Other"
"2384","KO3",0.182280300890863,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Other"
"3544","OE4",0.182138303685265,"OE","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Other"
"383","OE3",0.181912681912682,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Other"
"3531","OE3",0.181912681912682,"OE","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Other"
"712","WT5",0.181410735247039,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"3079","KO4",0.181073846638325,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1050","OE6",0.180972885269431,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1302","KO2",0.17988100179881,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp10","Unassigned","Unassigned","Other"
"1498","WT2",0.179748352306771,"WT","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Herpetosiphonaceae","Other"
"2204","OE6",0.177852663109613,"OE","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"2696","OE6",0.177852663109613,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Other"
"189","OE2",0.17777509943353,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Other"
"1420","WT3",0.177726738304213,"WT","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Other"
"3090","WT3",0.177726738304213,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1314","KO3",0.17714564452774,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp10","Unassigned","Unassigned","Other"
"3318","KO3",0.17714564452774,"KO","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Other"
"1417","OE5",0.177097403571965,"OE","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Other"
"742","WT1",0.176475306826386,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cellulomonadaceae","Other"
"395","OE4",0.176067026895756,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Other"
"3671","OE4",0.176067026895756,"OE","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Other"
"2426","WT3",0.174992480791841,"WT","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Other"
"2600","OE2",0.174761962154996,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Other"
"2808","WT2",0.174538255138458,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"391","KO2",0.174346201743462,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Other"
"1411","WT1",0.173801438541137,"WT","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Other"
"2279","WT1",0.173801438541137,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Other"
"706","WT4",0.173357169944201,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"493","KO4",0.173201070697528,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Other"
"710","KO4",0.173201070697528,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"1552","OE4",0.173031388501002,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Other"
"2198","WT6",0.172061511990537,"WT","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"1500","KO3",0.172010988164617,"KO","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Herpetosiphonaceae","Other"
"2828","OE2",0.171748824876461,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"1894","OE6",0.171612218789978,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Other"
"958","OE5",0.171094101755966,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"969","WT4",0.170648464163823,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2546","WT4",0.170648464163823,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2831","WT4",0.170648464163823,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"2610","KO6",0.170519136036377,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Other"
"1554","OE3",0.17036267036267,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Other"
"321","OE4",0.169995750106247,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"2837","OE4",0.169995750106247,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"309","OE1",0.169559453710269,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"2694","WT3",0.169523965767096,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Other"
"3704","WT3",0.169523965767096,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"720","KO3",0.169443659983056,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"709","WT6",0.169373050865684,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"2135","KO2",0.168811401688114,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Other"
"1979","OE2",0.168735687597927,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"618","KO1",0.168512277323062,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"1301","WT1",0.168453701970641,"WT","Bacteria","Acidobacteria","Acidobacteria_Gp10","Unassigned","Unassigned","Other"
"193","OE5",0.168092450847966,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Other"
"1061","WT5",0.168071710596521,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2699","WT5",0.168071710596521,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Other"
"571","OE3",0.167475167475167,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Other"
"3782","OE3",0.167475167475167,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"192","KO3",0.166876331801494,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Other"
"2967","KO2",0.16604400166044,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Unassigned","Other"
"3253","KO2",0.16604400166044,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Other"
"1553","WT1",0.165779833685393,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Other"
"3251","OE6",0.165371774470342,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Other"
"2014","KO4",0.165328294756731,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Other"
"1046","WT4",0.165231052603066,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1556","KO6",0.165105830130461,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Other"
"704","OE3",0.164587664587665,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"1054","OE3",0.164587664587665,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2687","OE3",0.164587664587665,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Other"
"3094","OE3",0.164587664587665,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
