"","id","Abundance","Group","Kingdom","Phylum","Class","Order","Family"
"45","WT3",0.00546851502474503,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"496","WT3",0.00546851502474503,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"863","WT3",0.00546851502474503,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1053","WT3",0.00546851502474503,"WT","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1739","WT3",0.00546851502474503,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"24","WT4",0.00541741156075627,"WT","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"852","WT4",0.00541741156075627,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1033","WT4",0.00541741156075627,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"459","KO6",0.00541330590591674,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1237","KO6",0.00541330590591674,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"62","WT6",0.00537692224970427,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"256","WT6",0.00537692224970427,"WT","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"509","WT6",0.00537692224970427,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"531","WT6",0.00537692224970427,"WT","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"1044","WT6",0.00537692224970427,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1556","WT6",0.00537692224970427,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"56","WT1",0.00534773657049654,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"363","WT1",0.00534773657049654,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1222","WT1",0.00534773657049654,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"76","WT5",0.00533560986020702,"WT","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"263","WT5",0.00533560986020702,"WT","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"775","WT5",0.00533560986020702,"WT","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"1052","WT5",0.00533560986020702,"WT","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1218","WT5",0.00533560986020702,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"30","KO4",0.00524851729386448,"KO","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"68","KO4",0.00524851729386448,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"368","KO4",0.00524851729386448,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"571","KO4",0.00524851729386448,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1509","KO4",0.00524851729386448,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"1564","KO4",0.00524851729386448,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1740","KO4",0.00524851729386448,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1031","WT2",0.00521009716831219,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1749","WT2",0.00521009716831219,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"65","KO5",0.00513478818998716,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"85","KO5",0.00513478818998716,"KO","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"330","KO5",0.00513478818998716,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"1213","KO5",0.00513478818998716,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1682","KO5",0.00513478818998716,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"89","KO3",0.0051346563631229,"KO","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"515","KO3",0.0051346563631229,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"169","OE6",0.00312022215981778,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1510","OE6",0.00312022215981778,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"211","OE1",0.00308289915836853,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"268","OE4",0.00303563839475442,"OE","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"681","OE4",0.00303563839475442,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"34","OE2",0.00301313727853441,"OE","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"212","OE2",0.00301313727853441,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"375","OE2",0.00301313727853441,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1745","OE2",0.00301313727853441,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"214","KO1",0.00300914780934039,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"264","KO1",0.00300914780934039,"KO","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"373","KO1",0.00300914780934039,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"527","KO1",0.00300914780934039,"KO","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"853","KO1",0.00300914780934039,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1054","KO1",0.00300914780934039,"KO","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1806","KO1",0.00300914780934039,"KO","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"88","OE5",0.0030016509079994,"OE","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"678","OE5",0.0030016509079994,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"861","OE5",0.0030016509079994,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1042","OE5",0.0030016509079994,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1047","OE5",0.0030016509079994,"OE","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1374","OE5",0.0030016509079994,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"489","OE3",0.00288750288750289,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"683","OE3",0.00288750288750289,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1040","OE3",0.00288750288750289,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1058","OE3",0.00288750288750289,"OE","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1828","OE3",0.00288750288750289,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1119","WT3",0.00273425751237252,"WT","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1563","WT3",0.00273425751237252,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1825","WT3",0.00273425751237252,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"367","WT4",0.00270870578037814,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"535","WT4",0.00270870578037814,"WT","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"670","WT4",0.00270870578037814,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1833","WT4",0.00270870578037814,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"523","KO6",0.00270665295295837,"KO","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"668","KO6",0.00270665295295837,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"850","KO6",0.00270665295295837,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1028","KO6",0.00270665295295837,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1732","KO6",0.00270665295295837,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"449","WT6",0.00268846112485213,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"682","WT6",0.00268846112485213,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1826","WT6",0.00268846112485213,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"199","WT1",0.00267386828524827,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"437","WT1",0.00267386828524827,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"495","WT1",0.00267386828524827,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"787","WT1",0.00267386828524827,"WT","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"1555","WT1",0.00267386828524827,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"378","WT5",0.00266780493010351,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"510","WT5",0.00266780493010351,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"525","WT5",0.00266780493010351,"WT","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"1034","WT5",0.00266780493010351,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1554","WT5",0.00266780493010351,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1681","WT5",0.00266780493010351,"WT","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"38","KO4",0.00262425864693224,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"528","KO4",0.00262425864693224,"KO","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"1810","KO4",0.00262425864693224,"KO","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"77","WT2",0.00260504858415609,"WT","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"361","WT2",0.00260504858415609,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"522","WT2",0.00260504858415609,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"781","WT2",0.00260504858415609,"WT","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"1558","WT2",0.00260504858415609,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"365","KO5",0.00256739409499358,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1238","KO5",0.00256739409499358,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"1373","KO5",0.00256739409499358,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1507","KO5",0.00256739409499358,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"1834","KO5",0.00256739409499358,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"63","KO3",0.00256732818156145,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"257","KO3",0.00256732818156145,"KO","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"444","KO3",0.00256732818156145,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"467","KO3",0.00256732818156145,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"675","KO3",0.00256732818156145,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"777","KO3",0.00256732818156145,"KO","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"41","KO2",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"47","WT5",0,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"64","WT5",0,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"74","KO1",0,"KO","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"78","KO6",0,"KO","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"79","KO4",0,"KO","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"81","WT4",0,"WT","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"87","WT3",0,"WT","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"111","WT5",0,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"119","WT2",0,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"202","KO2",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"203","WT3",0,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"209","OE3",0,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"213","KO4",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"216","OE6",0,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"265","KO5",0,"KO","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"267","KO4",0,"KO","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"327","KO4",0,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"335","WT5",0,"WT","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"337","WT1",0,"WT","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"341","KO3",0,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"377","KO6",0,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"443","KO4",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"447","WT2",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"448","KO5",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"450","KO2",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"487","OE6",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"490","KO6",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"491","OE2",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"492","WT5",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"493","WT4",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"497","KO5",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"499","OE5",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"500","WT2",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"501","KO3",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"502","KO1",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"504","KO4",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"506","KO6",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"508","OE3",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"511","KO1",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"512","WT1",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"513","KO2",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"514","WT3",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"516","WT4",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"517","KO5",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"518","OE2",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"519","OE5",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"564","KO6",0,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"568","KO2",0,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"573","KO3",0,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"575","KO5",0,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"667","KO5",0,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"672","WT3",0,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"674","WT2",0,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"676","WT5",0,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"788","KO5",0,"KO","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"851","OE2",0,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"855","KO5",0,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"856","KO4",0,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"857","WT5",0,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"858","WT2",0,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"859","KO3",0,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"860","WT1",0,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1032","KO3",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1038","KO5",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1046","OE4",0,"OE","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1048","KO4",0,"KO","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1049","WT2",0,"WT","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1050","KO3",0,"KO","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1059","KO5",0,"KO","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1060","KO6",0,"KO","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1123","KO6",0,"KO","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1126","WT6",0,"WT","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1127","KO3",0,"KO","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1129","KO4",0,"KO","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1132","OE4",0,"OE","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1134","KO5",0,"KO","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1216","WT2",0,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
