"","X1","X2","elements","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"fun_ASV_169",23.3854129932903,-11.3564994531791,"fun_ASV_169","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Unassigned","fun",1,0.0427428155692979,0,1
"fun_ASV_17",-18.2337483817069,-27.3977877213682,"fun_ASV_17","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",7,0.0477448191791955,500.685681855834,7
"fun_ASV_170",2.51235462079317,36.4824979919453,"fun_ASV_170","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola_phialophoroides_SH1615667.08FU","fun",0,0,0,0
"fun_ASV_172",7.87175897906406,39.3850336425416,"fun_ASV_172","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_174",-21.2483119377345,18.6910022350072,"fun_ASV_174","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",35,0.0492043551088777,1752.80556789909,35
"fun_ASV_175",14.0637809364824,-14.5079152429868,"fun_ASV_175","fun","unidentified","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.0450536809815951,77.1349965931253,2
"fun_ASV_176",-3.89159609964414,10.3414927660953,"fun_ASV_176","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",7,0.0478420195439739,1988.81949926954,7
"fun_ASV_178",35.7637191603044,4.73542593329476,"fun_ASV_178","fun","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Unassigned","fun",0,0,0,0
"fun_ASV_18",16.5132658908985,-8.52305740950654,"fun_ASV_18","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.0472171991159333,753.792521211797,4
"fun_ASV_180",38.1822108229701,8.37313476550659,"fun_ASV_180","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_181",35.5185118552505,15.8064709603681,"fun_ASV_181","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_184",38.8054072224933,-4.67004626139653,"fun_ASV_184","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_185",34.7193658614725,18.7753419170956,"fun_ASV_185","fun","Alveolata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_186",-8.82229542517831,-18.683947705932,"fun_ASV_186","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",21,0.0484136794396374,1261.72079531349,21
"fun_ASV_187",-16.5219056612545,0.419988766038838,"fun_ASV_187","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Unassigned","Unassigned","fun",8,0.0487349647449191,928.82701679066,8
"fun_ASV_188",29.3454802597654,10.3851993143522,"fun_ASV_188","fun","Fungi","Basidiomycota","Agaricomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.00212765957446809,0,1
"fun_ASV_189",25.0236871313866,6.36394086459531,"fun_ASV_189","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Corynascella","Corynascella_humicola_SH1615715.08FU","fun",2,0.0416814473217453,0.5,2
"fun_ASV_19",24.8087742688694,30.7241632151646,"fun_ASV_19","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",0,0,0,0
"fun_ASV_190",4.16003997704544,34.588555323665,"fun_ASV_190","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Staphylotrichum","Unassigned","fun",0,0,0,0
"fun_ASV_192",27.3033735316584,24.4813557414815,"fun_ASV_192","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Gamsia","Gamsia_simplex_SH1575617.08FU","fun",0,0,0,0
"fun_ASV_193",22.5747317726396,-18.4918265903542,"fun_ASV_193","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",1,0.0451836185348971,0,1
"fun_ASV_196",13.3610940961191,5.06158888183855,"fun_ASV_196","fun","Alveolata","Ciliophora","Oligohymenophorea","Philasterida","Unassigned","Unassigned","Unassigned","fun",12,0.0488972118185601,930.699035104379,12
"fun_ASV_197",19.7926948319523,9.25954315973305,"fun_ASV_197","fun","Fungi","Basidiomycota","Agaricomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.0459522878373093,452,2
"fun_ASV_198",30.6330206542379,20.121225454757,"fun_ASV_198","fun","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_2",18.0742076474818,-26.4995177089831,"fun_ASV_2","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.0452968388589052,119.951638550756,3
"fun_ASV_20",-3.34232307961002,-16.1737574739629,"fun_ASV_20","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",18,0.0493386521100147,1360.46904603688,18
"fun_ASV_201",32.7216621649859,-20.9304337499289,"fun_ASV_201","fun","Viridiplantae","Chlorophyta","Unassigned","Unassigned","Unassigned","Chlamydomonas","Unassigned","fun",0,0,0,0
"fun_ASV_202",23.782220430515,-8.33676868456147,"fun_ASV_202","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Unassigned","fun",3,0.0457465446758809,553.271610553238,3
"fun_ASV_203",-18.3070315319204,18.4157154542052,"fun_ASV_203","fun","Fungi","Ascomycota","Eurotiomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",71,0.0504183651576915,4352.0804603436,71
"fun_ASV_205",32.8767959649897,24.806956087289,"fun_ASV_205","fun","Fungi","Rozellomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_207",31.9890037735859,17.3618526365903,"fun_ASV_207","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_21",-27.0040595250536,-10.8707465604282,"fun_ASV_21","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.0447278264179673,0,1
"fun_ASV_210",5.13605857165993,40.7881631585665,"fun_ASV_210","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_211",19.4422898314565,28.4662981151008,"fun_ASV_211","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella_marina_SH1615611.08FU","fun",0,0,0,0
"fun_ASV_212",9.46912650839468,34.9088226704962,"fun_ASV_212","fun","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Polyschema","Polyschema_sclerotigenum_SH1213454.08FU","fun",0,0,0,0
"fun_ASV_213",-2.06379938011194,-23.8751773141363,"fun_ASV_213","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",14,0.0480277948089107,1341.91471335133,14
"fun_ASV_214",11.1153615979491,17.3509025436862,"fun_ASV_214","fun","Fungi","Rozellomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.0467568643056108,23.810181002306,2
"fun_ASV_215",-17.7659541363703,-20.0263984781133,"fun_ASV_215","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",11,0.0487653040049803,142.217780720556,11
"fun_ASV_216",38.66982798417,4.83836112315769,"fun_ASV_216","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorococcaceae","Tetracystis","Tetracystis_vinatzeri_SH1205399.08FU","fun",0,0,0,0
"fun_ASV_217",28.8732440489326,22.0939152133989,"fun_ASV_217","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_218",-18.2941090120181,-10.922243911293,"fun_ASV_218","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",10,0.0477739377922342,304.603560668802,10
"fun_ASV_22",30.0177897104301,24.2512970375958,"fun_ASV_22","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_222",35.4003090306338,7.11408341808421,"fun_ASV_222","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_225",-13.3123205996861,-24.1290313517353,"fun_ASV_225","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_kuhlmanii_SH1724700.08FU","fun",12,0.0488565488565489,308.98471963212,12
"fun_ASV_226",9.18230127923111,36.4232957008273,"fun_ASV_226","fun","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Pseudaleuria","Unassigned","fun",0,0,0,0
"fun_ASV_228",5.16226016454128,6.42472954793161,"fun_ASV_228","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.0467568643056108,1.52907137091665,2
"fun_ASV_229",-1.77252902562209,20.1917659373125,"fun_ASV_229","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Holostichidae","Anteholosticha","Unassigned","fun",1,0.0472077139413419,0,1
"fun_ASV_23",10.4949586333769,-20.1047200294469,"fun_ASV_23","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",8,0.0475035374974732,3086.65001193905,8
"fun_ASV_230",-16.3667136348722,-33.1295575550909,"fun_ASV_230","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",5,0.047638353942834,27.4909446817468,5
"fun_ASV_231",-30.6601353431694,-22.8094303495004,"fun_ASV_231","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",2,0.0448045757864633,18.2125000906875,2
"fun_ASV_233",-8.42876008648397,-15.7870234359667,"fun_ASV_233","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Microascus_restrictus_SH1669692.08FU","fun",48,0.0499893639651138,4512.80621522439,48
"fun_ASV_235",32.13887232056,-18.0768342058225,"fun_ASV_235","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_237",-7.35895408548725,-13.8877315376522,"fun_ASV_237","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",42,0.0499256426598683,4005.80612104998,42
"fun_ASV_24",-1.18700746311418,-14.5982238019892,"fun_ASV_24","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola_olivacea_SH1615600.08FU","fun",18,0.0489787411421426,2001.81775365054,18
"fun_ASV_243",-30.1227099198822,-25.633429277273,"fun_ASV_243","fun","Fungi","Rozellomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.0460062646828504,0,1
"fun_ASV_244",-33.1288074515882,8.78333669962523,"fun_ASV_244","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.047407706273956,11.193669108354,3
"fun_ASV_246",13.283007319907,-5.96499887040425,"fun_ASV_246","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",70,0.0502244069245565,6717.39973486681,70
"fun_ASV_247",-6.2260615867048,16.5903332554652,"fun_ASV_247","fun","Fungi","Ascomycota","Dothideomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",17,0.049163179916318,467.245901697007,17
"fun_ASV_248",35.6936815869966,-6.00489523330623,"fun_ASV_248","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Unassigned","fun",0,0,0,0
"fun_ASV_249",-5.86091009616454,31.997428437782,"fun_ASV_249","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_25",15.1875939139695,-26.0504362962143,"fun_ASV_25","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.0458447132266875,372.309663505551,3
"fun_ASV_250",15.3413365723325,-34.2635949157934,"fun_ASV_250","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",1,0.0428753877029739,0,1
"fun_ASV_251",-11.5100089074449,-6.13100635322405,"fun_ASV_251","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.0461145996860283,175.063455445015,4
"fun_ASV_254",20.0658997141908,-16.0849289599908,"fun_ASV_254","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",2,0.0410552061495458,78.6444349905967,2
"fun_ASV_255",24.1783116107971,-27.5295641086626,"fun_ASV_255","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Cephalobidae","Acrobeloides","Unassigned","fun",1,0.045314307751639,0,1
"fun_ASV_256",-15.0404336746108,17.2368869041415,"fun_ASV_256","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Microascus_restrictus_SH1669692.08FU","fun",59,0.0502888936443398,2868.5129648674,59
"fun_ASV_257",-28.5575960967559,12.243961452166,"fun_ASV_257","fun","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Unassigned","Unassigned","Unassigned","fun",11,0.0486039296794209,315.253130063856,11
"fun_ASV_258",-23.7537428552415,17.3946368414969,"fun_ASV_258","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Unassigned","Unassigned","Unassigned","fun",22,0.0490810359231412,489.017993505503,22
"fun_ASV_259",22.351009817909,28.569040837018,"fun_ASV_259","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_chlamydosporus_SH1574214.08FU","fun",0,0,0,0
"fun_ASV_26",6.0192191612945,-0.357934481495449,"fun_ASV_26","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",9,0.0482447136111681,102.490485097172,9
"fun_ASV_260",-20.2997478037528,-25.2862573348412,"fun_ASV_260","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",7,0.0478420195439739,1203.60900348962,7
"fun_ASV_261",26.9264763061022,31.8319435736317,"fun_ASV_261","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS08","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_264",5.42288819183495,-22.1723650295795,"fun_ASV_264","fun","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unassigned","Unassigned","Unassigned","fun",4,0.0477642276422764,788.500622204009,4
"fun_ASV_265",11.8641505048239,-17.7496621619699,"fun_ASV_265","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",5,0.0467475631589417,1418.5710614307,5
"fun_ASV_266",35.3038276799136,12.7394298853873,"fun_ASV_266","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_267",13.6212916871182,0.988439742395435,"fun_ASV_267","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",16,0.0485036119711042,349.49400668023,16
"fun_ASV_268",-16.4822203216291,18.3569921431338,"fun_ASV_268","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",62,0.0502244069245565,5089.2152383121,62
"fun_ASV_269",18.651510604641,36.3642111193619,"fun_ASV_269","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_27",7.97990341355054,25.3810427539774,"fun_ASV_27","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Unassigned","fun",7,0.0482150184653262,1477.40791791203,7
"fun_ASV_270",12.8567686169073,7.36623483723892,"fun_ASV_270","fun","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Unassigned","Unassigned","fun",11,0.0482645307044568,81.713884450718,11
"fun_ASV_271",34.7430788485672,-16.9911235305396,"fun_ASV_271","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_272",-13.0723196023509,35.849726965657,"fun_ASV_272","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_273",-8.59544886614726,-24.4858052510669,"fun_ASV_273","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",13,0.0488972118185601,351.514450540636,13
"fun_ASV_274",11.1984021942402,-8.51415258090277,"fun_ASV_274","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Coelastrella","Unassigned","fun",4,0.0475804818789229,62.74896941563,4
"fun_ASV_275",8.54360946786957,34.2633325802397,"fun_ASV_275","fun","Fungi","Ascomycota","Sordariomycetes","Branch06","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_277",32.7464027703378,-16.4970572044628,"fun_ASV_277","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_279",-21.8085568421177,-21.1726051040464,"fun_ASV_279","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",8,0.0486945710733527,271.02820214653,8
"fun_ASV_28",-13.413980731073,7.19228429945492,"fun_ASV_28","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",20,0.0488159534690486,1794.10920362594,20
"fun_ASV_283",-17.0687197180026,-17.1314315159134,"fun_ASV_283","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",11,0.0486039296794209,294.698537013534,11
"fun_ASV_287",-5.25889197198963,20.4480369823425,"fun_ASV_287","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","Branch02","Unassigned","Unassigned","Unassigned","fun",6,0.0482843640846517,42.0404836903269,6
"fun_ASV_289",21.1198265735986,-26.0787623240808,"fun_ASV_289","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",2,0.0429223744292237,579.304400812843,2
"fun_ASV_29",-32.6586420039141,22.5488608914272,"fun_ASV_29","fun","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Chrysosporium","Chrysosporium_pseudomerdarium_SH1557168.08FU","fun",1,0.0459433040078201,0,1
"fun_ASV_290",-23.2172631229429,-16.3749182426776,"fun_ASV_290","fun","Viridiplantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Hydrogonium","Unassigned","fun",6,0.0479396164830681,652.141320711527,6
"fun_ASV_293",-21.8169194237667,5.19325243649444,"fun_ASV_293","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alpina_SH1650285.08FU","fun",12,0.0484037075180227,242.876019289691,12
"fun_ASV_294",29.6809918677038,-23.8927573375673,"fun_ASV_294","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_296",5.36913244778165,-4.31772813204201,"fun_ASV_296","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",8,0.0477642276422764,881.992920018772,8
"fun_ASV_297",-25.1843603389642,12.0319280939498,"fun_ASV_297","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",21,0.0492249685798073,1451.4494831509,21
"fun_ASV_299",-3.17688235247374,20.9495724249932,"fun_ASV_299","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.0461327051433058,0,1
"fun_ASV_3",-10.9925866067189,-16.0929026701276,"fun_ASV_3","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Unassigned","fun",22,0.0492146596858639,3016.33264027034,22
"fun_ASV_30",36.6837464640237,-15.2293365898859,"fun_ASV_30","fun","Alveolata","Ciliophora","Spirotrichea","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_303",38.3664564087881,11.9366230627223,"fun_ASV_303","fun","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_305",-6.50852907166988,22.0850297051277,"fun_ASV_305","fun","Alveolata","Ciliophora","Oligohymenophorea","Oligohymenophorea_ord_Incertae_sedis","Vorticellidae","Vorticella","Unassigned","fun",6,0.0481458717475927,19.7543720781236,6
"fun_ASV_308",-24.3126889629519,-7.52771018432646,"fun_ASV_308","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.0473217881594845,0,1
"fun_ASV_309",19.1567733344876,30.5032805368372,"fun_ASV_309","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_31",-28.8464045753535,-16.9623327877178,"fun_ASV_31","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unassigned","Unassigned","fun",2,0.0455338112768843,5.38551839423807,2
"fun_ASV_310",21.6796652442627,-6.26163571037847,"fun_ASV_310","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.0441231693578671,0,1
"fun_ASV_311",-16.8652449122612,17.2956102290048,"fun_ASV_311","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Unassigned","Unassigned","fun",72,0.0505593803786575,4431.02066606627,72
"fun_ASV_314",16.6570059494858,-5.76547194771379,"fun_ASV_314","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS11","Unassigned","Unassigned","Unassigned","fun",27,0.0489379425239484,884.772035084677,27
"fun_ASV_315",5.29570762299657,37.3412317873483,"fun_ASV_315","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Cephalobidae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_316",20.0124087611763,18.6380070558174,"fun_ASV_316","fun","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Unassigned","Unassigned","fun",1,0.0447533803085127,0,1
"fun_ASV_317",-4.38197466092914,-13.820181596878,"fun_ASV_317","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",37,0.0494216614090431,2634.12571015062,37
"fun_ASV_319",5.97505786266719,35.2908893373305,"fun_ASV_319","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_32",-17.6812549561261,-8.95877083901534,"fun_ASV_32","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Unassigned","Unassigned","fun",4,0.047793369941021,890.80646306135,4
"fun_ASV_320",36.3197758937669,-2.6781607226778,"fun_ASV_320","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Unassigned","fun",0,0,0,0
"fun_ASV_324",3.69914786613063,0.547398135031831,"fun_ASV_324","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",6,0.0483042137718397,121.101113493251,6
"fun_ASV_326",-34.2659832490013,17.3800750258904,"fun_ASV_326","fun","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Unassigned","fun",3,0.0480277948089107,1.92243537256255,3
"fun_ASV_328",17.4462648591889,31.6456364553481,"fun_ASV_328","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_33",13.0814234650461,23.9177186676987,"fun_ASV_33","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",6,0.047407706273956,675.074135319315,6
"fun_ASV_330",7.9493109917124,17.3330919938841,"fun_ASV_330","fun","Alveolata","Ciliophora","Oligohymenophorea","Hymenostomatida","Tetrahymenidae","Tetrahymena","Unassigned","fun",2,0.0443982618552806,452,2
"fun_ASV_334",-10.075372947304,-12.9470593323855,"fun_ASV_334","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",22,0.0491220735785953,1444.57173216283,22
"fun_ASV_338",7.65793939269062,5.76264632502982,"fun_ASV_338","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Telotylenchidae","Tylenchorhynchus","Unassigned","fun",10,0.0480966025378633,121.848531532589,10
"fun_ASV_34",26.8466869443486,-11.0294276493188,"fun_ASV_34","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",9,0.0465623142460868,2165.5287135975,9
"fun_ASV_346",-25.9113837097395,-32.0888315104663,"fun_ASV_346","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Unassigned","fun",1,0.0438187581577475,0,1
"fun_ASV_349",-7.65720341682919,-10.7357097701452,"fun_ASV_349","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",27,0.0493801218743433,1530.95558037476,27
"fun_ASV_35",16.7417117487914,-17.9209506640204,"fun_ASV_35","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.0450191570881226,480.096618599538,3
"fun_ASV_356",12.1796870045012,-26.6870884348071,"fun_ASV_356","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",10,0.0483539094650206,1337.33546969409,10
"fun_ASV_357",33.4742988447824,21.4802961313777,"fun_ASV_357","fun","Alveolata","Ciliophora","Spirotrichea","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_359",-4.44193933388857,39.4686144062375,"fun_ASV_359","fun","Viridiplantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Bryum","Bryum_argenteum_SH1623898.08FU","fun",0,0,0,0
"fun_ASV_36",-13.4317546692092,19.3346169792956,"fun_ASV_36","fun","Fungi","Ascomycota","Eurotiomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",52,0.050192225544639,2191.89712727653,52
"fun_ASV_360",39.2167827581851,1.71986229362543,"fun_ASV_360","fun","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
