#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_5005	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Cystobacter	Cystobacter_miniatus
OTU_5026	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas_thiophila
OTU_5014	Bacteria	Cyanobacteria	Cyanobacteria	Clostridiales	Family_I	GpI	Solirubrobacter_taibaiensis
OTU_5045	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Lacibacter	Lacibacter_cauensis
OTU_5039	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Coriobacteriaceae	Atopobium	Atopobium_fossor
OTU_5024	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio	Ferrovibrio_denitrificans
OTU_5035	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga_aerophila
OTU_5037	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Solirubrobacter_taibaiensis
OTU_5044	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfovirga	Desulfovirga_adipica
OTU_5051	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia_acanthamoebae
OTU_5043	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Skermanella_aerolata
OTU_5048	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
OTU_5050	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Bacteroides	Proteiniphilum_acetatigenes
OTU_5053	Bacteria	Verrucomicrobia	Subdivision5	Desulfovibrionales	Desulfohalobiaceae	Subdivision5_genera_incertae_sedis	Brockia_lithotrophica
OTU_5059	Bacteria	Proteobacteria	Actinobacteria	Actinomycetales	Dictyoglomaceae	Dictyoglomus	Dictyoglomus_turgidum
OTU_5060	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium_spinosum
OTU_5056	Bacteria	Acidobacteria	Acidobacteria_Gp7	Desulfuromonadales	Desulfuromonadaceae	Gp7	Desulfuromonas_svalbardensis
OTU_5041	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Owenweeksia	Owenweeksia_hongkongensis
OTU_5061	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Nitrospiraceae	Thermodesulfovibrio	Ignavibacterium_album
OTU_5023	Bacteria	Proteobacteria	Gammaproteobacteria	Clostridiales	Clostridiaceae_1	Acinetobacter	Chitinivorax_tropicus
OTU_5067	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rhodopirellula	Thermogutta_hypogea
OTU_5055	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Thermomonospora	Thermomonospora_chromogena
OTU_5070	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	Pirellula_staleyi
OTU_5064	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Brooklawnia	Brooklawnia_cerclae
OTU_5066	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned
OTU_5063	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_aminophilus
OTU_5065	Bacteria	Cyanobacteria	Cyanobacteria	Xanthomonadales	Family_IV	GpIV	Prochlorothrix_hollandica
OTU_5068	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Bacteroides	Bacteroides_graminisolvens
OTU_5054	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella	Plasticicumulans_lactativorans
OTU_5090	Bacteria	Parcubacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Parcubacteria_genera_incertae_sedis	Campylobacter_coli
OTU_5082	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania	Tangfeifania_diversioriginum
OTU_5079	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rhodocytophaga	Rhodocytophaga_aerolata
OTU_5072	Bacteria	Parcubacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Parcubacteria_genera_incertae_sedis	Nitratiruptor_tergarcus
OTU_5074	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Caldilinea_aerophila
OTU_5083	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax_stolpii
OTU_5076	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	Oribacterium_parvum
OTU_5073	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia	Neochlamydia_hartmannellae
OTU_5069	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Chondromyces_crocatus
OTU_5075	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia_acanthamoebae
OTU_5085	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Cetobacterium_somerae
OTU_5089	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ohtaekwangia	Ohtaekwangia_kribbensis
OTU_5093	Bacteria	Proteobacteria	Deltaproteobacteria	Lactobacillales	Desulfuromonadaceae	Desulfuromusa	Desulfuromusa_bakii
OTU_5092	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena	Ardenticatena_maritima
OTU_5086	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia_acanthamoebae
OTU_5087	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anoxybacter	Anoxybacter_fermentans
OTU_5097	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Singulisphaera	Aquisphaera_giovannonii
OTU_5088	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Sphingopyxis_indica
OTU_5096	Bacteria	Acidobacteria	Acidobacteria_Gp7	Syntrophobacterales	Syntrophobacteraceae	Gp7	Desulfoglaeba_alkanexedens
OTU_5095	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydophila_psittaci
OTU_5098	Bacteria	Chloroflexi	Actinobacteria	Ardenticatenales	Ardenticatenaceae	Ardenticatena	Ardenticatena_maritima
OTU_5099	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea_aerophila
OTU_5084	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas_palmitatis
OTU_5101	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Acidimicrobineae_incertae_sedis	Aciditerrimonas	Aciditerrimonas_ferrireducens
OTU_5106	Bacteria	Firmicutes	Clostridia	Selenomonadales	Veillonellaceae	BRC1_genera_incertae_sedis	Megamonas_hypermegale
OTU_5113	Bacteria	Verrucomicrobia	Subdivision3	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision3_genera_incertae_sedis	Luteolibacter_algae
OTU_5103	Bacteria	Acidobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Gp10	Desulfatiglans_parachlorophenolica
OTU_5111	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Parcubacteria_genera_incertae_sedis	Campylobacter_hyointestinalis_subsp._lawsonii
OTU_5110	Bacteria	Proteobacteria	Clostridia	Clostridiales	Desulfobacteraceae	Candidatus_Endomicrobium	Atopobium_fossor
OTU_5081	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Haliangium_tepidum
OTU_5105	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus	Roseibacillus_ishigakijimensis
OTU_5109	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	Rhodoplanes_roseus
OTU_5120	Bacteria	Proteobacteria	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexus	Oligoflexus_tunisiensis
OTU_5133	Bacteria	Parcubacteria	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Parcubacteria_genera_incertae_sedis	Cnuella_takakiae
OTU_5115	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Haliangium_tepidum
OTU_5100	Bacteria	Verrucomicrobia	Subdivision3	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision3_genera_incertae_sedis	Prosthecobacter_vanneervenii
OTU_5124	Bacteria	Proteobacteria	Alphaproteobacteria	Clostridiales	Clostridiaceae_1	Lactobacillus	Cystobacter_badius
OTU_5116	Bacteria	Proteobacteria	Acidobacteria_Gp10	Xanthomonadales	Xanthomonadaceae	Gp10	Rhodanobacter_umsongensis
OTU_5102	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Sinosporangium	Sinosporangium_siamense
OTU_5125	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_carboxidum
OTU_5117	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera	Thauera_butanivorans
OTU_5129	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Phycisphaera	Phycisphaera_mikurensis
OTU_5122	Bacteria	Cyanobacteria	Cyanobacteria	Actinomycetales	Family_XIII	GpXIII	Prochlorothrix_hollandica
OTU_5118	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Taonella	Taonella_mepensis
OTU_5131	Bacteria	Proteobacteria	Bacilli	Clostridiales	Rhodospirillaceae	Parcubacteria_genera_incertae_sedis	Ectothiorhodospira_variabilis
OTU_5121	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Coriobacteriaceae	Gordonibacter	Gordonibacter_urolithinfaciens
OTU_5132	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Gaiellaceae	Gaiella	Gaiella_occulta
OTU_5130	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas_carbonis
OTU_5139	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera_brasiliensis
OTU_5134	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Parcubacteria_genera_incertae_sedis	Helicobacter_hepaticus
OTU_5136	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_incertae_sedis	Syntrophaceae	Dissulfuribacter	Dissulfuribacter_thermophilus
OTU_5137	Bacteria	Acidobacteria	Acidobacteria_Gp22	Actinomycetales	Mycobacteriaceae	Gp22	Mycobacterium_thermoresistibile
OTU_5135	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_hawassense
OTU_5142	Bacteria	Proteobacteria	Deltaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium_lituiforme
OTU_5144	Bacteria	Armatimonadetes	Unassigned	Unassigned	Unassigned	Armatimonadetes_gp5	Unassigned
OTU_5127	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Litorilinea_aerophila
OTU_5128	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydophila_psittaci
OTU_5146	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	Pirellula_staleyi
OTU_5143	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Rhodospirillaceae	Corallococcus	Corallococcus_coralloides
OTU_5140	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter_segnis
OTU_5153	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Coprobacter_fastidiosus
OTU_5145	Bacteria	Proteobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter_taibaiensis
OTU_5150	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Ktedonobacter_racemifer
OTU_5148	Bacteria	Acidobacteria	Acidobacteria_Gp7	Bacillales	Bacillaceae_1	Gp7	Bacillus_panaciterrae
OTU_5152	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus	Roseiflexus_castenholzii
OTU_5173	Bacteria	Parcubacteria	Bacilli	Lactobacillales	Lactobacillaceae	Parcubacteria_genera_incertae_sedis	Oceanithermus_profundus
OTU_5174	Bacteria	Proteobacteria	Actinobacteria	Actinomycetales	Aquificales_incertae_sedis	Thermosulfidibacter	Thermosulfidibacter_takaii
OTU_5163	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_bemidjiensis
OTU_5158	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Hippea	Hippea_maritima
OTU_5164	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Caulobacter	Caulobacter_segnis
OTU_5159	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae_1	Marininema	Marininema_mesophilum
OTU_5172	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Exilispira_thermophila
OTU_5167	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_changbaiensis
OTU_5175	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexus	Oligoflexus_tunisiensis
OTU_5169	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Coxiellaceae	Coxiella	Coxiella_burnetii
OTU_5170	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Nitrospinaceae	Gp22	Desulfuromusa_ferrireducens
OTU_5171	Bacteria	Proteobacteria	Gammaproteobacteria	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	Elusimicrobium_minutum
OTU_5181	Bacteria	Proteobacteria	Deltaproteobacteria	Actinomycetales	Cystobacteraceae	Armatimonadetes_gp4	Labilithrix_luteola
OTU_5165	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_pfennigii
OTU_5168	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_dankookense
OTU_5186	Bacteria	candidate_division_WPS-1	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	WPS-1_genera_incertae_sedis	Tepidisphaera_mucosa
OTU_5178	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Desulfosporosinus	Desulfosporosinus_lacus
OTU_5183	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	Actinoplanes_octamycinicus
OTU_5185	Bacteria	Cyanobacteria	Cyanobacteria	Unassigned	Family_XII	GpXII	Halospirulina_tapeticola
OTU_5157	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Cellvibrio	Cellvibrio_gandavensis
OTU_5179	Bacteria	Acidobacteria	Acidobacteria_Gp3	Rubrobacterales	Rubrobacteraceae	Gp3	Bryobacter_aggregatus
OTU_5187	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Kozakia_baliensis
OTU_5190	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudobacteroides	Bacteroides_cellulosolvens
OTU_5182	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella_massiliensis
OTU_5177	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Thermolithobacter	Thermolithobacter_ferrireducens
OTU_5194	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Lawsonia	Lawsonia_intracellularis
OTU_5166	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Roseiflexus_castenholzii
OTU_5192	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Geminicoccus	Geminicoccus_roseus
OTU_5200	Bacteria	Proteobacteria	Betaproteobacteria	Spirochaetales	Neisseriaceae	Parcubacteria_genera_incertae_sedis	Neisseria_zoodegmatis
OTU_5188	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Pseudochrobactrum	Pseudochrobactrum_saccharolyticum
OTU_5195	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Dongia_rigui
OTU_5197	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Gracilibacter	Gracilibacter_thermotolerans
OTU_5193	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_wolinii
OTU_5191	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Oceanibacterium	Oceanibacterium_hippocampi
OTU_5209	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Armatimonadetes_gp5	Fimbriimonas_ginsengisoli
OTU_5213	Bacteria	Verrucomicrobia	Subdivision3	Desulfovibrionales	Desulfovibrionaceae	Subdivision3_genera_incertae_sedis	Desulfovibrio_aespoeensis
OTU_5216	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Telmatocola	Telmatocola_sphagniphila
OTU_5198	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_agaridevorans
OTU_5189	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix	Thermosporothrix_hazakensis
OTU_5206	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Lutispora	Lutispora_thermophila
OTU_5210	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	Sphaerobacter_thermophilus
OTU_5227	Bacteria	Parcubacteria	Deltaproteobacteria	Myxococcales	Acetobacteraceae	Parcubacteria_genera_incertae_sedis	Nannocystis_exedens
OTU_5219	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Mesorhizobium	Mesorhizobium_hawassense
OTU_5217	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XVIII	Symbiobacterium	Symbiobacterium_ostreiconchae
OTU_5215	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Haliangium_tepidum
OTU_5218	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfoglaeba	Desulfoglaeba_alkanexedens
OTU_5199	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Halobacillus	Salimicrobium_halophilum
OTU_5221	Bacteria	Acidobacteria	Endomicrobia	Selenomonadales	Veillonellaceae	Candidatus_Endomicrobium	Anaeromusa_acidaminophila
OTU_5223	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus_bromii
OTU_5222	Bacteria	Latescibacteria	Deltaproteobacteria	Lactobacillales	Lactobacillaceae	Latescibacteria_genera_incertae_sedis	Catellicoccus_marimammalium
OTU_5225	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Lacibacterium	Lacibacterium_aquatile
OTU_5232	Bacteria	Parcubacteria	Acidobacteria_Gp2	Flavobacteriales	Geobacteraceae	Parcubacteria_genera_incertae_sedis	Dehalogenimonas_lykanthroporepellens
OTU_5226	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium_multivorum
OTU_5229	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Brevinemataceae	Brevinema	Brevinema_andersonii
OTU_5224	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rhodopila	Rhodopila_globiformis
OTU_5228	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_roseum
OTU_5233	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Ktedonobacter_racemifer
OTU_5236	Bacteria	Proteobacteria	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	Phycisphaera_mikurensis
OTU_5249	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Parcubacteria_genera_incertae_sedis	Dyella_ginsengisoli
OTU_5237	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfonatronobacter	Desulfonatronobacter_acidivorans
OTU_5248	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Telmatocola	Telmatocola_sphagniphila
OTU_5241	Bacteria	Proteobacteria	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter	Melioribacter_roseus
OTU_5243	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Sphingobacteriaceae	Pedobacter	Owenweeksia_hongkongensis
OTU_5244	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Gaiella_occulta
OTU_5240	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	Azospira_restricta
OTU_5238	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia_chaffeensis
OTU_5242	Bacteria	Acidobacteria	Acidobacteria_Gp3	Holophagales	Holophagaceae	Gp3	Bryobacter_aggregatus
OTU_5235	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioprofundum	Thioprofundum_hispidum
OTU_5245	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Sphingobacteriaceae	Pedobacter	Pedobacter_boryungensis
OTU_5250	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_piger
OTU_5252	Bacteria	Proteobacteria	Deltaproteobacteria	Clostridiales	Nannocystaceae	Nannocystis	Nannocystis_exedens
OTU_5253	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dictyoglomaceae	Dictyoglomus	Dictyoglomus_turgidum
OTU_5251	Bacteria	Proteobacteria	Deltaproteobacteria	Caldilineales	Caldilineaceae	Litorilinea	Litorilinea_aerophila
OTU_5230	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia_acanthamoebae
OTU_5258	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Vitreoscilla	Vitreoscilla_stercoraria
OTU_5254	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromusa	Desulfuromusa_bakii
OTU_5234	Bacteria	Acidobacteria	Acidobacteria_Gp18	Unassigned	Unassigned	Gp18	Unassigned
OTU_5260	Bacteria	Chloroflexi	Actinobacteria	Solirubrobacterales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides_mccartyi
OTU_5256	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	Dechloromonas_hortensis
OTU_5257	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfoglaeba_alkanexedens
OTU_5255	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_granivorans
OTU_5266	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_wolinii
OTU_5263	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
OTU_5265	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas_svalbardensis
OTU_5264	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Camelimonas	Camelimonas_lactis
OTU_5261	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Litorilinea_aerophila
OTU_5267	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Zavarzinella	Zavarzinella_formosa
OTU_5246	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_carboxidum
OTU_5268	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter	Melioribacter_roseus
OTU_5273	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera	Tepidisphaera_mucosa
OTU_5271	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter	Melioribacter_roseus
OTU_5269	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	Desulfobacterium_indolicum
OTU_5270	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Mucinivorans	Mucinivorans_hirudinis
OTU_5282	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gp7	Isosphaera_pallida
OTU_5277	Bacteria	Chloroflexi	Dehalococcoidetes	Dehalococcoidales	Dehalococcoidaceae	Dehalogenimonas	Dehalogenimonas_alkenigignens
OTU_5287	Bacteria	Proteobacteria	Deinococci	Thermales	Thermaceae	Saccharibacteria_genera_incertae_sedis	Meiothermus_terrae
OTU_5280	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfocarbo	Desulfocarbo_indianensis
OTU_5275	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Beggiatoa	Beggiatoa_alba
OTU_5278	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Unassigned
