OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_485	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_8015	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NS10 marine group	uncultured bacterium
OTU_312	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	uncultured Bacteroidetes bacterium
OTU_3179	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Leptolyngbya	Unassigned
OTU_333	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Acidibacter	uncultured bacterium
OTU_67	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	uncultured actinobacterium	Unassigned
OTU_156	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	Unassigned
OTU_1515	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured bacterium
OTU_33	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_2027	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Acidibacter	uncultured bacterium
OTU_279	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_2331	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured bacterium
OTU_1649	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured Flexibacter sp.
OTU_2226	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	Unassigned
OTU_364	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales Incertae Sedis	uncultured	uncultured bacterium
OTU_1803	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Aphanizomenon	Cuspidothrix issatschenkoi
OTU_1099	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	uncultured bacterium
OTU_8843	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_1877	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_1396	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_6144	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_11659	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned
OTU_436	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_128	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_1837	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_230	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	uncultured	uncultured bacterium
OTU_2857	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_173	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Unassigned
OTU_514	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured actinobacterium
OTU_371	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	uncultured	Unassigned
OTU_500	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	LD12 freshwater group	uncultured bacterium	Unassigned
OTU_138	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	Unassigned
OTU_40	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_1481	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_608	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured actinobacterium
OTU_162	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_3310	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured prokaryote
OTU_738	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Sphaerotilus	uncultured bacterium
OTU_274	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	uncultured actinobacterium	Unassigned
OTU_235	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_488	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_584	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Unassigned
OTU_852	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_232	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_2852	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_1232	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	uncultured alpha proteobacterium
OTU_5166	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Leptolyngbya	Unassigned
OTU_1245	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	LD12 freshwater group	uncultured bacterium	Unassigned
OTU_1047	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_262	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Candidatus Methylopumilus	uncultured bacterium
OTU_710	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_633	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	Unassigned
OTU_622	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Unassigned
OTU_209	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	uncultured Aphanizomenon sp.	Unassigned
OTU_335	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	uncultured bacterium
OTU_284	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	uncultured actinobacterium	Unassigned
OTU_1623	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured bacterium
OTU_995	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	Unassigned
OTU_575	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured actinobacterium
OTU_1479	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured Flexibacter sp.
OTU_1327	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Haliscomenobacter	uncultured bacterium
OTU_1213	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Unassigned	Unassigned
OTU_1920	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
OTU_752	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	LD12 freshwater group	uncultured bacterium	Unassigned
OTU_6559	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_2115	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_2941	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	uncultured	uncultured bacterium PHOS-HE45
OTU_2704	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Leptolyngbya	Unassigned
OTU_2420	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Spirulina	Phormidium sp. MBIC10025
OTU_784	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	uncultured	uncultured bacterium
OTU_1038	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Unassigned
OTU_754	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_6552	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9 marine group	uncultured Bacteroidetes bacterium	Unassigned
OTU_3695	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	uncultured alpha proteobacterium
OTU_1569	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	Unassigned
OTU_2602	Bacteria	Cyanobacteria	Chloroplast	Heterosigma akashiwo	Unassigned	Unassigned	Unassigned
OTU_1846	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_524	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_623	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	Unassigned
OTU_507	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	MWH-UniP1 aquatic group	uncultured bacterium
OTU_2865	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	Unassigned
OTU_706	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	Unassigned
OTU_4487	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Acidibacter	uncultured bacterium
OTU_897	Bacteria	Cyanobacteria	Chloroplast	Unassigned	Unassigned	Unassigned	Unassigned
OTU_9226	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NS10 marine group	uncultured bacterium
OTU_289	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_1787	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
OTU_1348	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_886	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	Candidatus Planktophila	uncultured bacterium
OTU_2269	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	LD12 freshwater group	uncultured bacterium	Unassigned
OTU_4251	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Dinghuibacter	uncultured bacterium
OTU_2326	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_446	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_547	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_758	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_2411	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_824	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_2424	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Solimonadaceae	uncultured	uncultured gamma proteobacterium
OTU_3900	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Acidibacter	uncultured bacterium
OTU_520	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	uncultured	uncultured bacterium
OTU_894	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_281	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_686	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_540	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	uncultured Bacteroidetes bacterium
OTU_1593	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	Unassigned	uncultured bacterium
OTU_757	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Anabaena	Sphaerospermopsis oumiana CHAB510
OTU_1212	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured Flexibacter sp.
OTU_76	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	uncultured bacterium
OTU_2390	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured bacterium
OTU_11163	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured Flexibacter sp.
OTU_501	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Candidatus Methylopumilus	uncultured bacterium
OTU_589	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_3517	Bacteria	Cyanobacteria	Chloroplast	Heterosigma akashiwo	Unassigned	Unassigned	Unassigned
OTU_2069	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	uncultured Aphanizomenon sp.	Unassigned
OTU_402	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Anabaena	Sphaerospermopsis oumiana CHAB510
OTU_1077	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_766	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_2717	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_3574	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Acidibacter	uncultured bacterium
OTU_954	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Unassigned
OTU_508	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	Unassigned
OTU_6549	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
OTU_8534	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	Unassigned
OTU_750	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Candidatus Methylopumilus	uncultured bacterium
OTU_7122	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. WG2
OTU_562	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales Incertae Sedis	uncultured	uncultured bacterium
OTU_11705	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured bacterium
OTU_257	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Candidatus Methylopumilus	uncultured bacterium
OTU_1371	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Aphanizomenon	Cuspidothrix issatschenkoi
OTU_1071	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Unassigned	Unassigned
OTU_1938	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_1699	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	Unassigned
OTU_742	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	uncultured Aphanizomenon sp.	Unassigned
OTU_1911	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	Unassigned
OTU_5630	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Spirulina	Phormidium sp. MBIC10025
OTU_660	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured actinobacterium
OTU_785	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	uncultured Bacteroidetes bacterium
OTU_792	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_1712	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	uncultured bacterium
OTU_2858	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_3166	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Spirulina	Phormidium sp. MBIC10025
OTU_716	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_791	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
OTU_448	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Candidatus Methylopumilus	uncultured bacterium
OTU_1551	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_133	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_1963	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Unassigned
OTU_135	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	uncultured Aphanizomenon sp.	Unassigned
OTU_574	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_2748	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_294	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
