#OTUID	SY01_1	SY01_2	SY01_3	SY02_1	SY02_2	SY02_3	SY03_1	SY03_2	SY03_3	SY04_1	SY04_2	SY04_3	SY05_1	SY05_2	SY05_3	SY06_1	SY06_2	SY06_3	SY07_1	SY07_2	SY07_3	SY08_1	SY08_2	SY08_3	SY09_1	SY09_2	SY09_3	SY10_1	SY10_2	SY10_3	SY11_1	SY11_2	SY11_3	SY12_2	SY12_3
OTU_571	68	36	11	38	65	20	60	5	29	43	6	30	11	6	5	15	12	53	11	0	0	5	3	0	11	5	5	52	19	66	111	30	10	22	10
OTU_168	25	30	29	24	23	11	8	34	10	6	24	7	1	0	0	6	3	4	1	0	0	5	4	10	2	0	0	51	12	6	34	25	26	25	26
OTU_298	39	16	11	7	40	24	25	10	42	27	7	19	12	11	3	18	9	58	11	0	4	3	5	7	18	5	11	23	14	24	46	3	6	21	6
OTU_4306	64	4	0	38	0	0	1	1	5	0	0	1	2	1	0	0	0	0	3	6	1	0	0	5	6	1	1	1	9	13	4	8	0	13	4
OTU_1760	19	6	2	2	11	2	12	5	9	8	4	5	13	21	2	3	5	24	2	43	3	0	6	3	6	17	11	25	7	17	6	9	4	16	4
OTU_216	26	21	12	8	16	12	23	4	22	22	6	23	9	6	3	12	6	40	9	1	9	0	0	3	5	11	9	32	12	20	21	14	6	23	2
OTU_94	39	90	36	9	151	53	14	38	31	14	43	21	0	3	0	0	0	0	1	5	0	0	1	5	3	2	0	94	117	120	172	94	94	102	54
OTU_244	9	2	1	54	8	10	9	0	0	5	0	0	0	7	0	3	8	3	1	1	0	3	0	28	1	0	11	15	1	23	35	6	16	19	35
OTU_61	47	40	89	32	38	80	25	17	46	47	27	75	4	9	8	17	47	58	35	1	6	64	15	40	30	8	14	21	4	20	33	49	25	38	25
OTU_220	12	2	4	8	10	9	20	13	11	28	18	27	11	23	18	14	3	0	8	0	0	20	16	27	15	8	7	3	6	6	3	0	4	5	9
OTU_259	25	5	29	15	6	45	16	0	2	10	0	16	0	0	0	18	2	5	11	0	0	12	15	7	16	0	2	10	22	18	1	32	9	20	18
OTU_63	15	8	57	21	9	50	23	13	16	38	13	27	10	11	1	13	68	42	8	0	1	33	45	43	20	21	42	32	15	35	6	18	26	7	25
OTU_1057	15	2	0	9	0	3	3	0	4	3	0	6	10	0	0	8	0	0	3	0	0	15	9	13	6	2	3	16	3	9	0	1	0	0	0
OTU_175	68	68	150	64	73	92	47	62	46	66	45	85	4	11	13	63	79	115	45	0	0	84	8	60	40	11	14	32	15	17	31	65	35	45	40
OTU_91	9	37	188	43	76	196	8	97	5	6	33	0	2	49	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
OTU_187	22	8	12	9	10	24	17	5	67	13	5	24	4	11	9	0	3	36	5	0	7	1	2	27	6	20	11	43	26	26	27	9	12	8	8
OTU_1388	11	7	4	4	4	3	5	1	0	6	0	0	4	0	0	8	2	2	7	0	0	9	0	1	1	2	0	6	3	2	3	10	9	13	6
OTU_71	16	12	27	26	14	33	24	8	15	28	7	21	6	6	3	13	45	34	8	0	0	27	43	33	12	24	36	31	10	19	5	11	41	18	20
OTU_418	55	19	53	16	23	33	80	18	4	49	12	7	5	3	1	31	47	10	12	0	0	11	8	7	1	0	0	0	0	0	20	30	14	21	8
OTU_3107	14	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4776	141	0	0	52	0	0	8	0	2	3	0	5	0	3	0	1	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU_938	23	6	4	7	6	5	13	3	11	25	5	3	0	0	0	11	10	21	17	0	0	3	7	12	12	6	3	0	0	4	22	5	10	7	2
OTU_1533	24	1	2	5	7	0	0	0	0	0	1	0	3	31	0	0	0	0	0	28	0	0	0	2	0	8	0	0	1	0	2	0	0	0	0
OTU_1999	16	17	19	7	21	28	7	0	19	2	1	23	8	10	0	2	2	15	14	0	3	14	4	10	3	0	0	14	2	2	25	5	5	3	1
OTU_840	21	1	1	37	9	0	44	0	0	16	0	3	0	1	0	15	1	4	19	0	0	10	0	4	1	9	1	5	0	8	2	11	1	12	3
OTU_429	15	4	3	40	10	14	26	0	33	40	3	56	15	0	1	10	0	10	5	0	4	30	7	9	0	7	57	15	6	66	29	0	3	3	9
OTU_386	30	10	11	13	35	23	17	1	28	17	15	14	5	5	7	22	9	35	12	0	1	0	9	2	9	4	10	11	9	31	38	11	6	5	7
OTU_707	47	4	0	63	9	1	18	0	0	40	0	4	23	11	13	12	0	0	4	0	2	6	0	6	2	0	3	3	4	14	15	64	10	62	4
OTU_98	34	29	22	27	29	32	34	84	6	28	67	12	11	27	12	8	2	1	9	2	4	26	17	12	17	4	17	30	22	14	27	31	9	23	16
OTU_374	15	21	9	53	29	18	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	3	1	12	34	24	20	23
OTU_45	16	14	14	25	9	2	55	37	56	87	39	59	28	44	26	28	6	0	34	1	2	53	38	107	24	16	16	9	12	27	5	3	6	2	26
OTU_280	13	9	0	8	3	5	22	12	26	20	12	17	18	19	16	6	8	21	9	1	0	16	28	23	25	29	16	6	0	0	3	4	2	8	1
OTU_3819	42	30	11	0	0	1	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	35	0	0	0	1	0	0	6	3	0	0	0	0	0
OTU_65	15	44	19	2	67	34	3	14	8	5	26	10	0	1	2	1	0	0	1	1	0	1	0	2	3	0	2	51	65	66	93	60	36	45	24
OTU_2769	13	4	0	2	0	0	0	0	0	0	0	0	0	2	0	7	7	0	3	0	0	1	0	2	1	0	0	1	0	0	1	1	1	2	2
OTU_802	15	11	2	8	8	3	7	3	8	8	2	17	17	20	2	1	4	5	2	0	1	4	10	2	18	5	5	1	1	1	0	0	7	2	2
OTU_892	22	7	1	1	4	2	36	5	12	53	10	17	28	54	16	6	4	7	12	36	15	7	1	8	39	58	29	26	14	9	10	0	1	3	2
OTU_183	23	11	27	12	37	32	4	3	25	8	3	24	14	14	0	6	8	20	11	1	0	3	10	7	4	4	0	14	10	5	16	6	3	10	5
OTU_30	22	32	9	5	45	15	34	142	34	30	133	25	33	54	9	33	87	58	25	14	6	20	128	32	29	58	41	104	46	59	76	14	25	46	31
OTU_34	39	115	62	88	92	39	60	430	21	106	394	36	22	30	7	17	127	50	7	1	0	208	120	71	0	4	5	4	24	15	40	63	52	74	61
OTU_132	15	22	45	23	27	37	6	11	27	19	25	20	0	8	1	17	19	37	12	0	0	35	1	21	15	6	6	3	4	13	4	19	11	23	13
OTU_401	78	44	14	31	46	28	64	8	28	64	4	15	2	4	0	15	19	56	24	0	2	7	1	9	6	1	4	51	14	49	95	20	16	46	10
OTU_5616	34	0	0	30	0	0	0	3	0	3	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	3	1	1	1
OTU_4729	38	0	0	10	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3551	49	0	0	47	0	0	5	1	11	5	0	15	0	0	0	6	0	3	1	0	0	1	3	8	1	2	0	0	0	2	0	0	1	1	2
OTU_69	44	15	8	23	14	9	102	25	43	110	45	42	106	145	37	18	13	18	36	65	48	14	12	22	143	187	101	108	46	77	13	18	10	7	8
OTU_1262	12	0	0	11	1	0	0	0	1	1	0	1	0	0	0	16	0	0	9	1	0	3	1	14	1	0	1	3	1	0	3	1	8	1	10
OTU_1897	20	0	5	9	1	10	1	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	3	2	0	8	4	3	0	2	0	7	0
OTU_365	18	12	15	14	6	21	17	22	7	13	39	3	2	9	3	4	0	0	3	1	0	5	5	2	6	1	5	17	3	14	10	13	4	9	6
OTU_403	18	18	2	6	17	11	15	6	16	9	10	12	7	3	5	11	5	26	7	0	2	3	7	5	14	0	5	8	9	17	19	4	6	8	1
OTU_1687	20	0	1	57	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2
OTU_981	73	0	0	60	0	0	104	0	0	53	0	0	2	0	0	1	27	2	8	0	0	12	3	8	7	0	0	0	0	0	2	11	16	9	12
OTU_266	16	11	11	6	16	23	12	3	22	17	5	13	1	14	9	15	2	28	9	2	3	2	10	5	7	7	2	30	15	16	25	7	6	13	8
OTU_1451	5	8	2	6	3	4	7	23	0	6	16	2	1	6	2	1	11	1	0	2	0	5	10	8	3	4	0	1	0	0	3	1	0	2	0
OTU_4527	20	2	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	2	0	0	0	0	0
OTU_275	9	0	6	2	0	3	1	28	23	0	18	36	24	14	9	1	0	18	4	9	4	3	8	13	15	17	22	4	6	5	0	0	4	0	3
OTU_68	28	63	14	12	51	21	39	134	39	29	191	18	53	82	11	48	92	70	36	20	6	19	140	44	24	74	44	120	66	67	88	29	25	59	36
OTU_969	23	8	0	4	4	0	3	0	0	0	0	0	0	0	0	20	13	2	19	0	0	9	3	1	6	0	0	0	0	0	2	13	5	9	13
OTU_3136	37	0	0	8	1	0	2	3	2	0	21	0	2	27	0	1	0	0	2	53	9	0	1	0	0	6	0	0	0	0	0	0	0	0	0
OTU_948	33	27	5	22	32	12	24	3	17	42	1	16	4	1	0	15	11	34	12	0	1	7	0	2	4	2	1	32	18	22	68	18	3	31	15
OTU_1574	27	32	17	3	44	8	25	15	6	19	7	2	3	5	0	0	6	9	2	0	0	1	24	5	0	6	3	0	0	4	22	10	1	10	1
OTU_3750	40	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_282	52	22	28	10	34	33	31	13	45	28	11	30	11	5	23	22	12	62	22	0	5	3	4	8	12	10	13	27	34	30	46	17	3	7	8
OTU_2127	23	0	3	10	1	1	7	0	0	1	0	2	0	10	2	1	4	2	0	0	0	2	2	3	5	0	5	2	6	3	3	2	0	3	1
OTU_523	17	2	15	10	4	19	10	1	0	7	0	4	1	0	0	10	1	1	2	0	0	7	5	5	8	0	0	5	19	17	2	5	8	7	9
OTU_315	7	13	39	22	13	24	8	10	22	14	11	7	0	3	5	7	18	28	12	0	2	28	3	12	2	4	1	1	1	6	10	12	7	14	13
OTU_839	16	15	0	40	11	0	18	20	0	13	40	0	7	0	0	5	1	4	9	0	0	1	2	2	0	2	0	0	0	0	1	0	0	3	1
OTU_2025	40	2	1	3	5	0	1	0	0	3	1	0	3	41	1	0	0	0	0	49	3	0	0	0	3	10	0	0	0	0	10	0	1	1	0
OTU_167	10	14	33	5	16	24	0	215	0	0	202	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6
OTU_339	39	15	7	11	21	21	22	5	20	47	4	12	1	2	0	25	35	44	38	0	0	12	20	15	21	8	1	1	2	4	37	9	5	6	8
OTU_46	28	57	32	30	59	20	25	221	4	24	195	11	14	27	5	3	44	25	2	1	3	112	44	26	0	1	0	1	15	5	16	25	19	23	15
OTU_5033	55	5	0	49	2	0	0	3	1	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_2023	10	0	0	7	0	0	1	0	0	0	1	3	6	0	0	2	0	1	1	2	0	14	9	15	5	7	1	6	1	1	0	0	0	0	0
OTU_667	12	3	0	26	5	0	15	0	0	17	0	0	7	4	6	4	0	0	2	0	0	0	2	4	5	0	4	1	1	4	4	28	1	25	5
OTU_72	12	42	19	5	58	23	13	35	49	21	33	33	21	45	16	10	7	23	7	16	18	0	4	1	78	99	46	55	37	59	9	3	5	2	6
OTU_1238	8	0	1	12	6	0	15	0	0	12	0	1	0	0	0	3	2	2	9	0	0	6	0	5	0	1	2	3	0	4	3	0	0	2	0
OTU_485	13	0	1	22	1	11	22	0	20	15	0	38	4	2	0	1	0	11	3	0	0	7	1	11	1	5	17	4	1	23	4	2	1	1	2
OTU_8015	16	0	0	13	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_312	14	14	16	13	16	45	4	0	24	1	3	14	6	12	1	6	7	12	5	2	0	1	2	4	7	1	0	10	5	1	19	6	5	8	4
OTU_3179	20	0	0	47	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_333	10	9	3	15	15	5	23	1	14	24	2	9	10	1	1	5	18	13	19	1	0	3	4	4	12	14	4	19	7	2	37	8	7	6	3
OTU_67	19	17	5	7	10	1	59	5	27	72	10	24	35	83	23	18	8	10	25	23	23	2	5	3	50	69	39	63	22	27	12	6	4	6	1
OTU_156	20	15	44	24	16	47	25	14	13	23	23	34	5	6	7	17	10	30	9	0	0	35	1	6	15	2	5	11	4	6	15	42	15	11	21
OTU_1515	14	0	5	9	1	3	1	2	5	1	2	5	0	2	0	0	0	12	0	0	0	0	0	0	5	4	0	5	7	4	0	4	0	0	0
OTU_33	20	72	34	50	71	28	20	223	13	44	214	21	8	12	5	5	58	17	3	1	0	94	69	26	0	4	5	2	17	12	17	24	25	30	26
OTU_2027	19	1	1	12	1	2	8	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	1	11	8	1	12	1	4	3	5
OTU_279	12	23	9	1	40	14	6	9	8	7	14	11	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	21	30	29	47	20	22	30	18
OTU_2331	4	6	0	1	1	0	0	0	0	1	0	0	0	18	0	0	0	1	0	8	1	1	0	0	0	10	0	1	0	0	2	3	2	0	0
OTU_1649	10	5	3	3	2	1	5	0	1	6	0	0	3	0	0	0	3	0	0	0	0	16	0	2	0	2	0	1	1	3	1	1	0	1	3
OTU_2226	34	42	87	47	50	91	25	22	46	31	47	42	5	6	12	20	43	63	25	0	3	53	6	23	29	3	22	10	9	16	22	40	26	33	21
OTU_364	21	5	0	26	5	1	36	19	1	17	56	0	0	1	0	17	8	2	14	0	0	11	2	0	4	4	0	0	0	3	1	1	0	5	2
OTU_1803	31	27	72	61	35	58	0	0	9	0	0	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	12	17	3	63	54	90	46	58
OTU_1099	11	8	2	2	0	4	5	3	5	2	4	10	11	11	0	4	3	0	3	1	0	1	6	5	10	4	5	5	0	1	2	0	1	1	8
OTU_8843	29	0	2	32	0	0	8	0	17	0	0	11	0	0	0	2	0	4	3	0	0	0	1	7	0	6	0	1	0	0	0	0	8	0	1
OTU_1877	20	14	1	59	13	2	59	0	2	21	0	1	0	0	0	4	2	1	13	0	0	12	0	5	2	10	2	9	4	8	17	17	2	11	4
OTU_1396	7	23	18	10	19	10	7	64	5	19	64	8	4	4	3	1	18	4	1	0	0	41	13	14	1	1	0	0	3	3	6	12	8	13	8
OTU_6144	23	0	0	2	0	1	0	0	13	0	0	15	2	12	5	1	0	4	1	3	2	18	1	6	4	7	9	0	0	5	0	2	0	0	2
OTU_11659	21	2	0	1	3	0	3	0	0	0	1	0	3	23	1	0	0	0	0	28	0	1	2	0	0	7	0	1	0	0	1	1	0	3	0
OTU_436	24	6	3	11	18	6	19	2	17	18	1	11	1	0	0	33	21	22	35	0	0	10	8	10	9	8	2	0	0	1	28	6	3	9	4
OTU_128	17	35	13	9	40	18	2	21	11	7	16	11	0	0	0	1	0	1	0	1	2	0	0	1	0	1	0	43	35	39	74	45	21	54	13
OTU_1837	8	4	0	36	7	1	34	1	1	13	2	5	3	0	0	5	1	0	5	0	0	6	2	9	0	10	11	11	4	10	7	0	5	9	0
OTU_230	6	17	3	7	8	4	10	8	10	7	6	10	16	32	1	4	4	33	1	56	6	1	10	6	2	14	17	33	10	11	13	13	6	21	3
OTU_2857	16	8	12	6	22	12	13	2	9	13	2	9	1	0	2	22	9	19	16	1	0	5	2	4	10	3	7	0	0	1	18	3	0	5	4
OTU_173	15	19	16	6	21	20	18	3	19	27	5	21	11	9	3	9	10	35	14	2	1	3	8	7	11	9	4	17	10	22	27	13	7	10	7
OTU_514	21	12	2	18	3	8	6	15	3	7	29	11	6	2	3	2	1	0	7	0	1	3	7	4	6	0	3	7	3	9	12	0	1	5	2
OTU_371	12	8	21	14	4	25	20	0	2	11	0	2	0	0	0	7	3	4	3	0	0	12	7	9	9	0	0	3	8	18	5	16	11	8	10
OTU_500	18	12	1	17	5	21	15	4	11	19	6	7	1	0	1	5	5	15	4	1	0	0	2	3	6	0	2	14	11	29	43	7	4	12	8
OTU_138	13	13	51	23	25	62	11	17	30	34	24	25	0	13	6	20	20	51	13	0	2	47	6	24	13	3	5	8	4	2	6	22	14	15	14
OTU_40	19	81	33	7	98	39	7	33	25	14	30	28	0	0	5	0	1	0	4	0	1	0	1	0	2	3	2	61	110	78	135	80	59	84	32
OTU_1481	67	11	13	14	20	28	47	4	22	46	3	16	0	10	6	51	37	70	50	0	1	16	7	26	42	12	5	2	0	1	49	6	9	31	12
OTU_608	12	0	0	2	2	0	4	43	6	6	33	6	0	14	0	2	0	0	2	2	0	6	1	2	15	5	6	3	4	5	0	3	0	0	2
OTU_162	17	14	40	16	18	28	13	13	10	14	3	17	3	5	1	13	22	31	12	0	0	32	3	14	9	0	3	7	1	16	9	19	9	23	17
OTU_3310	20	0	0	1	0	0	0	1	0	0	3	0	0	6	0	2	0	0	0	31	0	0	0	1	1	3	0	0	0	0	0	0	0	0	1
OTU_738	21	13	2	13	3	3	14	11	1	18	21	3	13	4	0	4	5	1	0	1	0	6	14	6	2	6	0	0	0	0	11	0	0	3	0
OTU_274	13	3	2	5	5	1	20	1	15	38	3	7	17	20	3	0	3	2	3	15	7	0	5	9	15	30	11	12	7	15	1	4	0	4	1
OTU_235	25	4	18	9	1	22	3	42	108	6	65	102	35	54	24	10	6	38	8	20	11	5	6	30	25	37	53	5	15	26	1	1	9	0	15
OTU_488	24	7	7	4	6	9	10	2	7	12	1	5	0	0	0	8	8	14	10	1	0	2	4	13	15	3	4	0	0	0	21	2	9	3	3
OTU_584	32	10	8	11	24	20	18	6	22	20	8	18	4	6	6	10	3	54	11	1	1	0	5	9	19	2	15	8	22	18	25	16	4	8	6
OTU_852	5	0	0	16	4	0	16	1	0	9	0	0	0	0	0	9	0	0	1	0	0	2	4	0	0	5	2	6	1	7	10	7	0	3	1
OTU_232	13	1	12	49	5	17	31	0	31	32	0	67	10	1	0	2	2	20	1	0	2	26	2	15	0	11	75	16	5	48	19	0	1	3	8
OTU_2852	32	0	0	37	0	0	5	1	9	3	0	6	0	0	0	6	0	0	2	0	0	1	2	4	2	2	0	2	0	1	1	0	1	0	2
OTU_1232	12	0	2	46	0	3	13	27	0	15	29	3	22	17	4	7	12	0	6	0	2	13	18	2	23	2	0	8	4	5	0	2	9	2	3
OTU_5166	8	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1245	11	6	1	3	7	3	5	0	1	10	0	4	0	0	0	3	0	5	3	0	0	0	0	1	4	0	0	6	3	6	12	1	4	1	1
OTU_1047	10	22	8	16	16	2	23	96	3	11	77	10	1	8	3	2	36	5	2	0	1	34	12	10	0	1	0	0	9	9	7	14	7	14	5
OTU_262	8	6	20	5	10	17	15	2	40	13	2	27	3	2	5	0	2	30	0	1	3	2	3	3	8	12	11	13	8	21	8	6	2	5	11
OTU_710	16	4	0	7	2	8	8	0	6	14	2	3	1	3	0	9	2	14	13	0	0	4	9	7	5	3	1	3	1	5	16	4	3	7	0
OTU_633	13	7	16	8	8	17	23	7	0	25	5	2	5	0	0	4	12	0	1	0	0	4	1	4	0	0	0	0	0	0	4	3	5	7	2
OTU_622	17	4	5	8	17	7	13	5	13	8	6	8	1	5	4	2	6	24	14	0	0	0	6	5	5	3	2	11	7	14	17	6	8	8	3
OTU_209	12	18	98	18	27	104	2	44	2	9	13	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
OTU_335	8	9	2	2	9	3	4	24	6	9	26	2	8	13	3	3	21	15	13	3	2	6	15	6	5	9	8	11	10	7	24	12	6	16	1
OTU_284	29	11	3	10	13	5	69	14	19	71	6	23	56	75	13	13	3	10	19	40	24	3	10	4	53	53	43	74	26	41	8	8	2	3	2
OTU_1623	21	3	5	14	1	0	21	0	0	7	0	0	2	23	0	3	3	2	4	0	0	45	0	5	5	35	0	23	21	1	2	4	5	3	3
OTU_995	8	10	8	11	11	5	22	4	0	9	0	3	0	0	0	10	13	2	7	0	0	7	0	6	0	1	0	1	0	0	5	8	4	8	1
OTU_575	42	2	4	17	6	0	7	77	10	19	85	3	15	36	0	2	0	0	11	5	3	12	8	10	41	10	19	9	7	15	7	5	1	4	6
OTU_1479	29	16	17	17	4	2	3	0	6	2	0	4	7	4	0	1	3	2	0	0	0	76	0	8	1	29	2	1	5	8	1	5	4	3	6
OTU_1327	13	4	0	6	4	0	4	0	0	2	0	0	0	0	0	17	7	0	16	0	0	7	3	0	6	0	0	0	1	0	3	6	1	2	5
OTU_1213	30	8	8	34	12	7	0	0	10	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	0	7	29	45	50	36
OTU_1920	11	0	0	7	0	1	0	0	1	0	0	0	0	5	0	0	0	0	0	15	8	1	0	0	2	2	2	12	1	4	1	0	0	0	0
OTU_752	15	10	2	6	9	18	8	0	5	9	0	2	1	0	0	1	1	13	1	0	0	2	0	0	3	3	0	14	1	13	24	7	3	10	3
OTU_6559	16	3	0	24	4	0	13	0	0	10	0	0	4	13	5	2	0	0	1	0	0	0	0	2	0	0	2	3	3	2	5	22	1	30	2
OTU_2115	16	0	1	6	0	0	0	0	7	1	0	12	1	13	4	2	0	6	6	1	0	14	2	2	11	9	10	3	1	8	0	0	7	1	4
OTU_2941	13	0	2	42	0	0	2	11	0	0	5	2	0	0	1	0	0	0	0	0	0	2	0	0	5	0	0	0	1	0	0	0	0	0	0
OTU_2704	15	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2420	16	2	0	46	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	1	1	4
OTU_784	13	3	0	0	7	1	10	1	2	1	2	7	5	7	0	3	4	15	0	28	2	1	6	2	2	9	5	13	4	3	3	6	4	13	2
OTU_1038	20	14	13	4	23	8	19	10	10	9	4	15	5	6	4	9	0	20	8	2	5	0	6	13	13	5	5	5	11	19	33	5	4	9	3
OTU_754	18	6	3	10	1	6	26	16	21	50	27	18	15	31	5	10	1	2	12	1	2	28	16	55	17	11	7	7	12	15	6	4	9	6	8
OTU_6552	111	1	0	13	0	0	0	0	4	0	0	1	0	0	0	0	0	0	6	31	14	2	0	0	2	3	15	11	22	0	0	0	0	2	0
OTU_3695	10	0	2	7	4	0	1	2	0	3	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	1	0	0	0
OTU_1569	11	0	12	0	0	2	8	1	2	5	1	0	1	0	0	1	7	1	3	0	0	0	3	0	0	0	0	0	0	0	2	3	0	3	1
OTU_2602	21	0	0	13	0	0	0	0	0	2	0	0	1	0	0	11	0	0	9	0	0	3	0	6	1	0	0	1	0	0	2	0	5	4	9
OTU_1846	19	8	2	46	10	0	24	3	0	17	0	4	1	0	0	9	0	1	5	0	0	14	1	2	4	9	3	7	2	5	1	2	0	15	1
OTU_524	9	4	7	3	0	3	17	2	16	14	7	15	20	3	1	16	1	10	15	0	0	9	1	14	22	1	9	8	0	1	0	0	5	1	3
OTU_623	10	9	41	14	21	41	14	8	22	21	18	19	2	6	3	16	13	37	8	0	0	24	6	5	13	1	3	7	4	4	7	22	8	17	14
OTU_507	33	21	6	34	14	7	29	6	22	26	1	18	8	22	5	16	18	33	20	3	1	14	22	18	13	11	14	29	36	45	50	22	13	35	22
OTU_2865	12	8	15	8	5	24	27	7	0	12	8	7	5	3	0	4	28	4	0	0	0	1	1	4	0	0	0	1	1	0	6	1	1	4	3
OTU_706	7	3	11	5	4	26	3	5	7	11	5	4	2	3	3	13	7	7	5	0	0	16	2	5	3	0	7	0	2	5	3	6	6	5	5
OTU_4487	14	1	0	2	0	1	5	0	0	0	3	1	0	0	0	1	3	0	0	0	0	6	0	0	0	0	0	6	2	0	5	1	1	4	4
OTU_897	13	18	4	24	19	3	56	5	7	42	1	1	1	6	1	5	26	12	4	0	0	5	19	10	0	5	8	0	0	0	3	15	10	22	13
OTU_9226	26	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_289	26	9	36	55	30	38	45	0	35	36	0	63	0	1	2	1	1	6	4	0	2	2	1	19	6	5	10	29	11	40	25	11	17	68	19
OTU_1787	15	2	0	6	0	0	1	0	0	2	0	0	8	10	1	0	0	1	1	15	1	2	3	1	4	8	0	9	1	3	2	0	0	0	0
OTU_1348	11	5	7	18	2	6	0	11	0	1	5	2	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	1	0	0	10	0	0
OTU_886	12	0	3	6	0	5	12	0	13	5	8	4	7	6	0	6	1	4	5	7	7	2	5	1	2	5	10	18	2	11	14	5	1	3	0
OTU_2269	34	6	2	12	17	6	34	2	14	16	1	5	0	0	0	1	2	24	3	0	0	0	0	3	5	0	5	18	3	11	32	4	1	17	1
OTU_4251	45	2	3	62	8	0	0	3	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2326	9	0	2	2	1	2	9	0	2	5	4	0	0	0	0	9	6	2	7	0	1	3	2	1	5	1	0	1	0	1	2	1	0	0	1
OTU_446	18	5	2	89	14	8	15	0	0	5	1	1	3	8	1	0	3	5	0	0	0	9	0	44	1	1	24	26	2	47	48	5	46	48	49
OTU_547	27	19	7	12	23	22	31	2	16	29	1	9	2	2	0	21	29	22	26	1	9	16	11	22	24	14	6	7	0	2	32	5	12	14	6
OTU_758	16	5	4	15	12	3	35	28	24	48	32	23	17	58	12	19	5	3	9	1	4	30	30	80	20	16	7	10	3	25	6	0	12	4	13
OTU_2411	19	2	0	13	10	3	22	0	7	15	0	5	0	1	0	3	7	21	20	0	0	1	2	11	6	2	1	0	1	2	12	11	5	4	2
OTU_824	23	8	8	4	7	14	8	3	14	8	13	8	1	5	3	16	1	22	10	1	0	0	0	3	8	3	7	16	9	11	22	5	4	7	1
OTU_2424	27	12	16	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	18	0	0	0	1	0	0	3	4	0	0	0	0	0
OTU_3900	12	4	2	5	6	1	11	0	4	13	2	4	3	2	2	12	7	11	5	0	0	0	9	2	6	5	5	7	3	0	5	2	0	3	3
OTU_520	11	14	1	3	4	3	12	4	1	4	11	3	8	17	1	6	0	26	3	37	5	0	5	2	4	12	10	18	8	3	5	19	5	14	1
OTU_894	15	1	0	31	1	0	20	0	1	16	0	0	6	9	6	1	0	0	3	2	0	1	1	4	3	0	2	1	2	6	8	24	3	21	2
OTU_281	8	10	8	8	5	4	91	13	7	120	13	6	9	6	0	0	0	0	3	0	0	0	3	2	0	1	0	5	12	7	10	14	0	15	1
OTU_686	30	14	7	6	15	14	21	4	10	19	3	12	4	1	1	22	17	22	20	0	0	6	9	6	13	1	5	0	2	1	25	2	13	13	7
OTU_540	9	9	13	6	16	33	2	3	6	0	2	17	3	5	3	19	2	6	2	2	0	3	3	3	6	2	0	7	0	1	7	3	7	2	1
