OTUs	C_sw_41	C_mw_42	C_sw_44	M_mw_45	C_sw_47	M_mw_48	M_bw_49	M_sw_50	M_mw_51	M_sw_53	M_mw_54	M_bw_55	M_sw_56	M_mw_57	M_bw_58	M_sw_59	M_mw_60	M_sw_62	M_mw_63	M_bw_64	M_sw_65	M_mw_66	M_bw_67	M_sw_68	M_mw_69	M_bw_70	T_sw_71	M_mw_72	KS_bw_73	M_sw_74	M_mw_75	M_bw_76	M_sw_77	M_mw_78	T_sw_80	T_mw_81	T_sw_83	T_mw_84	M_bw_85	T_sw_86	T_mw_87	KS_bw_88	T_sw_89	T_mw_90	KS_bw_91	C_sw_92	C_mw_93	M_bw_94	M_sw_95	M_mw_96	KS_bw_97	T_sw_98	T_mw_99	M_bw_100	T_sw_101	T_mw_102	KS_bw_103	T_sw_104	T_mw_105	KS_bw_106	M_sw_107	M_mw_108	M_bw_109	T_sw_110	T_mw_111	KS_bw_112	T_sw_113	T_mw_114	KS_bw_115	T_sw_116	KS_mw_117	KS_bw_118	C_sw_119	C_mw_120	M_sw_122	M_mw_123	M_bw_124	M_sw_125	M_mw_126	KS_bw_127	T_sw_128	KS_mw_129	KS_bw_130	M_sw_131	M_mw_132	M_sw_134	M_mw_135	T_bw_136	M_sw_137	M_mw_138	T_bw_139	T_sw_140	KS_mw_141	KS_bw_142	T_sw_143	KS_mw_144	KS_bw_145	T_sw_146	KS_mw_147	KS_bw_148
OTU_36931	9	3	31	19	5	22	4	49	0	26	21	474	10	54	0	22	46	0	11	5	13	8	6	26	19	1	11	6	2	16	0	8	25	0	3	6	0	0	0	0	0	0	2	2	1	23	4	0	6	1	12	0	52	155	275	12	0	0	11	12	30	1	0	0	0	0	0	3	9	0	12	33	111	1	0	0	294	445	102	96	77	89	82	201	309	163	79	53	88	49	165	63	128	140	95	186	35	0	20	78
OTU_28700	0	0	0	0	0	0	507	0	0	0	0	637	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	3106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
OTU_28074	0	0	0	0	0	0	1	4458	0	6	6	2	9	11	0	9	31	0	13	0	4	5	1	7	13	0	8	6	0	196	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0
OTU_12543	10	3	14	11	27	9	1	12	0	7	11	55	5	2	9	8	8	2	10	0	8	6	19	12	9	3	15	5	4	6	1	2	6	0	4	0	4	1	0	0	4	0	10	9	0	14	8	0	10	15	67	17	24	43	99	22	44	14	7	5	188	10	1	0	22	22	24	31	12	88	22	31	39	23	74	104	123	254	88	115	41	53	28	679	70	412	76	139	121	113	109	181	67	141	73	56	146	26	143	40
OTU_24869	0	4	1	0	0	0	0	0	0	1	0	0	2	0	1	216	3	0	23	1	0	3	0	0	0	0	0	0	1	0	0	1	0	0	3	0	128	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18778	52	18	36	26	18	18	0	14	48	34	67	3	30	82	48	66	57	92	58	0	117	79	5	121	61	5	76	41	30	27	0	0	31	6	25	13	18	10	2	45	30	0	92	76	1	101	47	3	69	48	21	152	128	32	71	68	10	138	149	20	17	45	0	25	72	5	62	82	10	139	36	27	79	9	112	36	23	36	57	1	66	176	4	11	14	2	28	5	36	21	3	24	5	7	9	2	1	48	10	2
OTU_26409	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	3	1	0	0	2	1	0	0	0	2	0	39	58	85	30	1	15	14	19	10	239	48	146	217	3	56	1	22	19	301	2	17	265	7	17	8	1	6	25	4	21	60	9	26	155	64	50	395	2	16	210	6	11	294	1	18	123	12	51	0	101	158	26	24	7	1	76	94	33	12	119	22	226	2	5	31	4	38	51	12	10	94	14	70	40
OTU_27267	44	22	71	36	19	23	2	6	0	8	28	0	2	0	0	12	69	2	0	2	2	1	13	8	1	5	0	0	58	27	27	2	17	1	10	0	15	52	0	0	0	0	3	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28789	42	26	46	24	18	19	0	4	0	11	12	0	14	4	0	51	65	3	40	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12976	0	0	5	0	0	0	0	0	0	0	75	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27811	21	12	62	56	9	47	144	6	0	3	9	24	8	17	0	14	63	3	8	2	5	6	13	0	23	30	4	19	20	3	611	1	10	10	5	4	12	22	2	0	4	0	5	11	2	24	25	0	0	25	97	0	6	12	19	6	0	0	4	16	18	96	3	0	10	15	0	10	11	48	54	9	7	114	0	0	4	9	13	9	5	7	4	20	124	9	3	12	7	3	18	19	35	14	3	146	10	0	1	0
OTU_17445	7	2	9	3	5	1	0	2	0	9	3	0	24	10	3	19	2	0	2	0	4	1	1	5	4	2	6	3	29	34	0	0	48	33	59	16	31	21	8	4	10	13	34	22	7	82	27	2	26	10	62	26	15	257	33	21	14	26	11	10	307	108	3	3	14	3	35	22	16	59	20	10	161	36	26	25	282	51	37	24	25	30	16	392	85	17	19	13	34	4	27	37	22	16	51	41	57	70	22	278
OTU_18579	0	0	5	0	0	0	35	0	3	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1539	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	30	224	16	4	12	11	15	12	12	6	18	14	97	2	1	10	18	8	9	9	82	81	8	15	139	1	5	0	1	3	6	6	8	10	6	99	1	6	14	6	6	21	43	37	4	4	121	7	0	0	0
OTU_4483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	34	45	47	40	70	152	100	62	43	152	84	4	0	24	41	18	1345	26	27	41	25	115	40	0	2	0	0	0	72	6	0	0	0	0	0	3	0	1	1075	3	0	1	7	0	0	0	0	2	0
OTU_26572	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	53	73	46	2	8	18	32	20	196	35	158	215	3	36	1	27	20	192	4	10	211	14	15	7	2	6	14	8	13	69	11	24	110	60	38	306	1	15	151	12	13	297	0	10	98	23	34	0	70	123	13	19	5	2	47	64	16	13	76	15	161	1	6	38	2	33	58	9	10	82	17	50	44
OTU_19367	30	7	48	2	22	6	0	29	0	6	5	0	43	5	5	43	12	1	5	0	12	1	0	13	5	2	14	3	81	223	1	0	120	0	161	27	84	74	15	54	29	0	78	25	19	108	64	5	88	33	35	40	5	20	72	7	12	58	9	7	57	29	4	11	13	3	71	10	11	35	16	14	72	26	47	22	12	58	9	8	43	10	11	56	100	34	21	9	84	15	34	22	12	15	39	32	1	11	1	2
OTU_3494	7	5	38	8	19	5	2	15	0	5	7	57	8	2	6	8	15	0	10	197	14	3	3	16	13	2	8	4	5	14	1	1	9	0	5	0	2	1	1	0	1	0	10	0	0	12	5	0	20	9	45	7	17	25	64	6	8	4	2	6	137	7	0	0	11	26	15	34	11	35	14	32	18	4	37	71	91	159	54	51	40	34	14	433	35	344	69	104	104	99	110	86	46	124	33	53	68	10	64	21
OTU_9217	23	11	39	27	6	8	0	11	0	12	4	1	13	7	19	13	22	0	11	0	27	11	23	23	18	2	18	3	21	40	0	0	26	0	28	5	0	6	2	0	8	0	39	10	3	53	15	2	21	23	27	12	15	29	54	8	11	13	4	5	119	9	2	0	9	2	26	39	185	45	8	26	31	2	86	43	76	125	49	67	58	30	42	421	87	109	39	53	142	122	442	6	1	2	2	4	1	0	0	0
OTU_10319	0	3	0	29	1	18	3	0	63	0	5	61	1	5	5	2	3	40	13	867	5	6	20	3	20	7	6	4	5	3	2	1	0	7	2	1	1	2	14	0	14	517	5	1	7	2	19	0	2	6	25	5	7	31	1	8	93	4	85	27	11	2	0	10	13	10	2	5	7	5	92	2	8	4	7	20	44	4	10	201	7	248	37	9	3	2	22	19	6	8	28	5	128	8	3	12	53	1	6	18
OTU_26543	13	18	47	42	6	23	123	3	1	3	2	9	1	15	0	9	63	1	3	0	7	5	2	13	20	13	2	4	30	1	397	2	1	0	2	2	2	31	1	0	0	0	1	3	0	32	27	0	1	6	129	9	3	7	13	5	0	13	3	9	8	64	1	0	3	3	0	4	19	48	54	2	7	79	0	4	5	10	6	3	1	0	10	12	125	5	1	12	3	2	40	22	34	4	3	56	8	0	0	0
OTU_14331	8	10	11	6	22	3	4	13	1	5	3	12	14	1	7	27	5	2	10	1	1	3	4	1	11	4	6	0	28	7	1	2	5	7	26	0	18	2	3	1	1	0	2	3	0	6	1	2	8	0	13	8	0	3	10	2	63	7	2	8	7	13	0	0	5	0	27	5	4	7	7	12	1	28	2	10	6	6	2	1	6	1	6	6	22	0	6	1	6	6	5	1	8	7	1	24	0	1	0	0
OTU_25680	48	5	5	4	2	1	1	7	0	23	11	746	5	93	0	11	20	0	9	0	7	2	0	8	9	1	4	4	4	2	0	2	38	0	3	4	3	1	2	0	1	0	7	2	1	7	3	1	2	0	5	19	2	6	9	2	0	8	1	0	4	1	0	0	0	0	0	0	0	0	0	1	4	2	0	10	13	17	6	9	9	4	4	8	13	29	7	6	3	1	12	5	3	6	5	13	3	15	4	8
OTU_29672	18	10	37	61	7	22	18	2	0	5	13	6	6	7	0	7	61	1	8	1	7	1	3	23	33	19	6	5	14	4	434	1	3	2	1	4	3	25	0	0	1	0	1	0	0	16	35	0	0	9	79	10	5	10	14	4	0	1	3	12	9	67	2	0	2	6	0	2	15	34	73	8	3	80	1	3	8	10	1	10	7	2	6	9	109	3	3	7	10	3	35	10	46	10	1	73	9	1	0	0
OTU_28394	0	5	12	9	12	166	118	6	0	1	5	4	23	3	0	74	77	0	4	0	17	1	4	5	6	0	6	17	96	145	2	1	115	3	164	20	134	139	14	7	29	0	72	86	20	107	99	13	58	109	116	3	1	1	6	1	0	6	17	1	4	14	0	4	0	3	0	34	10	3	8	6	1	18	0	7	6	7	2	5	4	27	1	7	16	6	1	6	2	38	12	7	5	4	4	11	243	4	14	6
OTU_18479	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	12	14	27	16	16	18	53	32	19	135	7	20	2	0	17	7	17	15	48	26	169	369	19	7	53	57	59	21	54	60	35	55	92	24	36	5	47	10	71	31	83	44	173	404	28	11	6	6	61	13
OTU_15091	34	5	32	37	18	86	687	7	3	22	14	42	19	14	16	9	21	0	26	7	31	4	6	22	32	0	10	23	1	4	0	60	31	0	6	6	1	2	1	1	14	121	13	42	1	22	30	0	22	45	91	0	8	4	9	2	15	10	2	7	2	10	4	0	2	3	3	3	0	4	6	0	6	12	1	2	5	5	2	19	4	4	2	6	9	0	2	6	2	1	3	0	5	1	2	9	176	12	8	12
OTU_26255	1	0	27	26	15	8	2	7	1	4	4	8	3	3	0	1	5	0	3	0	2	14	2	0	7	2	0	0	11	257	5	22	8	13	116	29	30	10	7	11	15	5	12	19	12	11	13	2	10	5	20	13	4	7	18	11	15	14	5	8	11	15	2	3	9	3	1	4	11	6	9	15	4	40	0	15	20	34	15	5	4	14	7	18	17	14	6	6	7	11	25	12	20	9	9	22	10	8	12	19
OTU_34808	0	0	0	0	0	0	373	0	0	0	0	332	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	1542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22028	69	16	87	33	26	33	1	1	0	0	146	0	0	0	15	0	0	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26694	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	2	4	0	1	0	0	23	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	16	670	1	6	119	5	10	528	1	14	67	22	37	0	84	253	20	12	11	3	102	27	29	8	106	3	91	2	4	32	1	9	19	2	5	170	10	41	9
OTU_6573	2	1	0	0	0	1	0	1	12	0	1	6	4	0	0	0	15	31	7	17	6	6	3	1	1	1	3	1	8	2	0	0	1	0	6	0	0	6	0	5	4	21	6	3	4	1	5	1	4	1	81	3	122	52	3	2	16	1	3	6	2	3	1	1	14	1	2	4	1	1	31	0	5	3	8	265	127	0	2	19	1	9	4	1	1	0	20	3	3	6	1	0	42	8	1	10	288	47	950	179
OTU_26660	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	15	0	2	0	0	32	0	0	0	0	0	0	0	7	0	0	124	7	42	14	3	5	28	3	12	79	1	22	91	50	35	327	2	9	150	6	21	292	0	8	108	17	44	0	58	136	21	14	4	7	58	74	27	5	95	19	122	1	4	24	3	13	38	18	8	111	8	52	35
OTU_28028	57	25	100	32	28	28	4	5	0	14	17	8	6	0	0	4	19	0	0	2	3	0	2	10	1	1	5	1	34	29	6	3	28	5	10	0	4	17	1	0	0	0	11	0	0	26	5	1	12	0	1	1	0	0	0	1	0	0	1	2	0	2	1	0	0	0	0	0	0	0	0	3	9	0	0	0	5	0	1	2	0	0	1	3	2	0	1	0	1	0	1	1	1	0	3	2	2	0	2	3
OTU_5533	38	17	171	641	10	16	1	2	0	0	0	0	1	2	0	0	0	0	0	65	2	2	0	28	42	0	0	0	15	24	0	38	32	0	20	6	9	5	6	0	24	0	29	6	3	111	154	42	18	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30908	0	0	0	0	0	0	2254	0	0	10	0	21	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	4	5	11	12	26	0	3	0	3	3	0	0	2	0	1	0	0	4	3	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
OTU_31784	0	0	0	0	0	1	225	0	0	0	0	373	0	0	0	0	0	0	2	139	0	0	0	0	0	0	0	0	0	0	1	1208	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	3	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2	1	0	1	0	1	0	1	0	0	0	0
OTU_18547	2	0	0	2	0	0	23	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1003	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	150	11	8	7	9	15	14	13	4	13	17	70	3	6	7	6	4	9	23	50	54	4	5	136	2	1	3	1	7	11	3	8	9	4	70	2	4	6	7	3	29	15	23	4	3	89	7	0	0	0
OTU_28797	9	7	28	46	7	17	163	1	0	7	8	19	2	5	0	6	49	2	5	0	4	1	2	14	13	14	0	5	6	1	361	0	14	2	0	4	1	11	0	0	0	0	1	1	1	21	22	0	1	19	86	12	2	4	15	1	0	9	3	11	7	73	5	0	2	1	0	3	18	42	42	6	4	2	0	5	7	9	5	5	4	2	2	8	101	4	5	9	4	1	27	18	27	9	4	78	6	0	0	0
OTU_9991	25	10	6	8	2	2	0	4	1	3	2	1	23	1	1	27	33	0	8	0	12	6	29	1	13	2	6	0	45	59	0	0	53	6	113	7	53	52	18	1	27	69	70	63	8	59	56	3	38	24	34	22	8	18	20	8	2	8	5	57	11	9	2	3	5	20	13	14	23	29	12	15	35	9	26	6	28	36	22	9	13	15	51	30	14	10	12	28	21	18	46	26	13	21	26	10	24	9	16	13
OTU_2874	11	4	21	4	4	4	1	13	2	5	4	20	5	10	8	4	14	0	6	0	11	5	11	18	14	5	8	4	3	8	1	0	11	0	6	2	1	2	0	0	1	0	8	3	0	13	5	2	7	3	62	15	15	95	87	14	15	16	5	9	38	7	0	0	7	18	16	24	6	30	10	23	26	14	29	39	143	138	39	18	24	28	21	118	26	45	34	48	61	44	45	46	22	60	35	25	105	21	44	84
OTU_25990	26	7	55	22	5	25	458	0	0	5	2	6	0	3	0	4	25	3	1	0	0	1	4	8	3	5	0	1	20	3	136	1	6	4	1	5	3	18	0	0	0	0	0	0	2	10	9	0	0	5	52	3	1	3	12	2	0	2	3	5	1	37	0	4	1	4	0	3	5	14	24	3	6	25	0	1	1	5	1	0	0	0	2	2	23	1	1	1	2	0	5	9	21	2	0	38	2	0	0	0
OTU_30128	0	8	42	44	18	24	97	7	0	6	7	1	1	13	0	4	61	2	6	0	5	3	3	29	17	21	0	13	22	0	447	3	7	0	6	8	5	34	0	1	0	0	0	7	0	30	35	0	0	18	125	14	2	7	13	5	0	17	3	16	8	58	1	13	4	6	0	8	16	29	60	3	8	46	0	3	8	11	5	1	9	3	2	9	74	3	5	12	6	2	27	13	35	15	5	57	12	0	0	0
OTU_30267	1	4	23	21	4	25	174	1	0	3	2	34	3	12	0	3	52	1	1	0	1	1	3	5	11	22	1	6	13	0	199	1	5	3	0	1	0	5	0	0	0	0	1	3	0	10	6	0	6	6	39	5	0	1	7	3	0	1	1	7	4	27	2	0	0	1	0	3	3	31	34	3	2	80	0	2	3	7	0	2	2	3	4	11	68	2	3	2	1	0	18	3	46	3	4	48	3	0	0	0
OTU_1994	9	3	32	28	4	6	19	4	1	4	6	2	3	13	2	4	15	3	5	1	5	3	21	10	4	9	3	4	12	12	176	0	7	2	7	2	4	10	1	15	6	0	10	35	2	14	9	0	8	7	43	22	2	27	10	4	8	27	13	13	15	34	3	2	5	6	21	6	14	39	21	18	41	40	17	5	37	22	5	9	22	11	19	20	49	76	6	13	29	12	52	27	30	23	26	39	16	21	8	28
OTU_32179	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	2	0	0	0	3	0	40	43	0	7	3	37	146	1	0	48	14	77	24	27	25	13	1	11	0	30	11	18	101	103	8	32	16	132	33	17	42	43	13	0	68	4	14	33	75	4	3	9	3	0	8	26	17	36	41	20	41	0	5	38	12	6	10	36	4	2	16	48	2	7	1	64	1	15	2	8	38	2	17	150	6	6	11
OTU_28055	0	0	0	0	0	3	1185	1	0	12	0	10	0	11	0	2	19	0	1	8	1	2	1	11	4	12	0	3	8	3	104	8	25	1	0	0	7	11	4	0	1	0	3	1	1	24	8	0	0	13	21	3	1	8	7	5	0	3	0	10	3	23	3	0	2	2	0	2	22	20	18	3	5	50	0	2	8	10	0	2	0	3	8	5	42	3	0	9	5	3	30	8	12	12	2	37	2	1	0	1
OTU_23125	4	2	7	4	0	0	38	0	0	0	1	4	0	2	0	8	7	0	6	1	1	1	2	0	0	0	0	0	8	12	7	5	4	1	1	0	12	3	0	1	2	38	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_920	5	3	11	6	5	11	1230	0	1	0	2	5	1	1	8	0	6	0	0	4	1	0	0	1	1	2	3	2	2	1	137	7	1	1	0	0	0	3	0	0	0	4	1	0	0	2	1	0	3	8	41	10	1	1	1	1	1	4	2	6	3	21	0	3	3	2	5	1	11	13	18	17	4	28	1	0	1	0	2	3	3	0	0	0	13	1	2	5	2	0	9	5	8	19	2	33	0	0	0	0
OTU_36912	6	0	30	11	5	14	12	0	0	2	9	34	1	5	0	1	43	1	3	2	0	0	1	13	12	12	4	4	22	2	286	0	2	1	2	1	1	23	0	1	0	0	1	1	0	20	11	0	0	15	98	0	3	4	4	0	0	0	1	4	3	58	5	0	2	7	0	2	8	16	40	7	4	43	0	0	6	5	5	3	1	1	2	4	60	1	2	7	1	0	10	13	23	4	1	37	7	0	1	0
OTU_11662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	15	19	66	18	17	315	20	17	35	42	19	5	0	303	24	13	77	14	14	30	19	25	31	0	0	27	0	0	0	0	3	0	0	0	1	643	1	3	43	0	0	0	0	0	1	49	3	4	18
OTU_31621	10	17	16	19	5	33	38	5	0	3	4	5	1	4	0	6	37	0	2	0	1	7	3	18	13	13	4	6	29	0	4	0	2	1	1	1	0	16	1	1	0	0	4	7	0	17	20	0	4	17	85	0	1	6	12	11	0	0	4	8	8	51	2	0	1	2	1	4	9	20	44	12	9	0	0	0	3	10	10	4	2	0	2	7	56	4	1	10	1	3	7	14	27	6	3	74	5	0	0	0
OTU_25167	7	10	8	11	5	4	0	5	0	0	0	5	3	1	1	15	17	0	5	0	4	10	2	4	21	6	28	25	33	15	0	5	11	3	20	64	10	39	169	1	10	0	23	0	162	5	12	121	4	14	3	0	3	7	2	2	5	1	2	38	18	5	232	0	15	78	1	4	143	0	7	29	8	14	0	23	44	7	3	7	1	25	10	3	14	27	6	57	0	0	15	1	5	5	1	4	28	3	24	7
OTU_29447	7	12	15	30	4	15	45	5	0	4	3	10	0	2	0	3	30	2	1	0	2	3	3	9	12	14	3	6	25	2	311	1	1	2	0	0	1	18	3	0	0	0	0	3	0	5	23	0	0	5	66	6	3	8	9	7	0	3	2	7	5	55	3	1	1	5	0	3	15	9	50	1	7	43	0	2	8	9	5	7	3	1	3	7	66	2	1	7	4	0	25	1	29	3	1	46	3	0	0	0
OTU_11610	0	0	1	0	1	1	3	0	0	5	5	19	37	12	11	35	38	0	9	1	18	2	8	10	17	0	8	7	59	84	0	0	59	1	142	13	62	55	17	0	23	47	69	54	16	85	66	4	56	19	13	17	3	20	4	7	13	13	6	5	27	6	0	6	5	5	18	5	10	11	21	31	25	15	27	9	32	20	10	12	13	14	7	45	13	14	15	10	41	5	24	13	33	53	22	8	19	10	4	10
OTU_26654	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	49	0	0	0	0	1	0	1	0	0	0	102	7	50	7	0	7	14	4	5	56	9	22	70	61	23	230	0	5	93	2	7	193	0	6	82	14	32	0	42	95	11	13	6	1	51	61	12	8	58	8	102	2	3	19	2	12	38	18	7	75	7	30	44
OTU_18120	4	3	0	8	0	44	0	0	0	1	1	2	0	1	1	0	0	0	6	33	9	14	6	1	23	486	2	6	117	8	1	2	3	4	3	0	0	0	1	4	4	3	29	18	3	6	70	1	11	9	4	0	2	3	0	0	134	4	0	11	1	1	0	0	0	2	0	0	1	0	0	0	6	8	2	5	15	1	2	531	1	12	21	6	8	1	19	9	1	3	11	1	8	6	13	31	5	1	1	2
OTU_11254	20	9	48	26	10	14	15	1	0	1	1	0	1	5	14	1	65	0	6	0	3	0	3	14	9	13	2	4	11	1	201	1	0	2	0	3	2	21	1	0	0	0	0	0	0	11	15	0	0	9	53	9	1	6	6	8	6	3	2	9	7	26	0	0	1	13	4	7	7	39	24	7	6	66	4	4	2	6	7	5	2	3	1	7	43	2	3	6	3	1	8	15	10	7	1	60	2	0	1	0
OTU_2798	1	0	0	0	0	0	191	0	0	0	0	232	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU_17206	0	0	0	0	0	0	1634	0	0	3	0	17	2	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2	3	0	22	13	0	3	0	2	0	0	0	3	0	2	0	1	2	2	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_8984	12	2	36	13	3	14	5	0	0	3	7	6	0	8	7	7	19	1	6	0	6	0	2	19	16	5	2	7	10	0	368	0	0	5	1	2	0	8	1	0	3	0	0	0	0	15	9	0	0	13	69	9	1	4	9	9	2	5	2	11	2	36	0	0	8	2	5	8	25	33	36	2	3	12	5	2	5	3	15	0	6	7	1	2	52	1	8	4	14	9	29	16	19	7	1	30	6	0	0	0
OTU_18724	0	0	0	0	0	0	4	0	4	0	0	4	0	0	0	0	0	0	0	637	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	7	0	0	0	0	114	0	0	0	0	1	0	17	68	6	1	4	16	2	3	112	8	2	20	4	3	1	0	3	6	1	2	3	2	4	0	13	48	1	8	17	3	3	264	4	8	30	15	9	1	6	10	1	4	10	1	10	2	6	130	8	0	4	6
OTU_15171	18	6	36	13	8	16	18	0	0	6	15	3	1	9	4	2	36	1	3	0	5	1	4	7	8	5	1	8	32	0	215	0	4	1	1	1	1	8	0	0	2	0	2	0	0	7	7	0	3	17	62	2	2	4	6	12	1	10	7	7	4	41	0	0	12	1	8	11	15	23	40	3	8	45	7	4	4	2	6	1	8	3	5	3	46	2	2	1	8	1	41	11	30	3	2	32	2	0	0	0
OTU_27313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17596	24	10	103	64	20	59	0	3	0	8	9	0	5	11	19	7	82	4	8	0	10	5	13	41	30	24	1	28	24	4	0	0	1	11	0	1	0	21	1	0	0	0	0	2	0	35	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
